"FID";"surface_water_abstraction_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"58";"surface_water_abstraction_km3";"Estonia";"ECA";"EST";1.28771;1.30917;1.30611;1.45299;1.49084;1.35301;1.32534;1.35102;1.39553;1.47586;1.45877;1.37115;1.43223;1.57415;1.63755;1.77657;1.8328;1.88536;1.6533;1.88095;2.10893;2.1554;2.17315;2.59786;2.27349;2.19689;2.22916;2.22577;2.32667;2.49969;2.33833;2.33868;2.65388;2.59725;2.40005;2.20821;2.33354;2.48169;2.12216;2.46736;2.85707;2.58041;2.565;2.84815;2.45673;2.47464;3.20015;3.07126;2.81011;3.66433;4.07358;3.55622;3.32485;3.2931;3.88491;3.15398;2.9647;3.13116;2.29118827586207;0.71552569464361;0.929687495937288;0.944077024823895;0.807622504537205;0;0;0;0.0393924365560303;0.864318840102144;0.864318840102144;1.369364;0.0949229797256702;1.380152;0.0591316773819245;1.49477;0.108600723754494;1.805796;0.0959387290409874;2.261766;0.197244767560511;2.295636;0.124149338620872;2.465638;0.149485965461645;2.322592;0.157833800784243;2.661472;0.180903589295514;3.044098;0.444075031013904;3.626532;0.344145249233518;3.08328;0.103325216670472
"59";"surface_water_abstraction_km3";"Ethiopia";"AFR";"ETH";0.365725;0.378353;0.357118;0.339062;0.369707;0.356782;0.358832;0.398637;0.396155;0.380591;0.393136;0.40407;0.398531;0.408569;0.408524;0.431948;0.464783;0.466328;0.465465;0.43665;0.47959;0.487268;0.507583;0.507556;0.472212;0.508492;0.536272;0.510278;0.550437;0.545414;0.546526;0.556484;0.59236;0.595736;0.587865;0.688065;0.662232;0.688754;0.696004;0.681215;0.69994;0.739574;0.712702;0.745352;0.743388;0.704642;0.771638;0.818265;0.821674;0.91607;0.959624;1.00678;0.983925;1.04868;1.05064;1.00769;1.06342;1.04056;0.60713574137931;0.217740559972833;0.956402172581466;0.993171121843182;0.938294010889292;0;0;0;0.0123319146390229;0.914705115718543;0.914705115718543;0.361993;0.0149221279146106;0.3781994;0.0198722169196092;0.402566;0.00668957984480341;0.4530348;0.0171926877392687;0.4908418;0.0161715549406976;0.5301786;0.0196595537029709;0.5757942;0.0226236418642092;0.683254;0.0128650711813032;0.7281912;0.020573341614818;0.8064578;0.077402604453597;1.0099298;0.0399241241632174;1.03722333333333;0.0280144290202984
"6";"surface_water_abstraction_km3";"United Arab Emirates";"MENA";"ARE";0.00510557;0.00658912;0.00877015;0.00757758;0.00105973;0.0114421;0.00910434;0.0101373;0.00434491;0.00273673;0.00792127;0.00857877;0.00467187;0.00397932;0.0186953;0.00523134;0.00392078;0.0111923;0.027473;0.0186021;0.00972923;0.00738116;0.0095285;0.0117979;0.0198836;0.020024;0.00719158;0.00530114;0.00927621;0.0268392;0.0191696;0.0157335;0.0210808;0.0150487;0.022204;0.0217884;0.0171809;0.0229992;0.0321286;0.0326292;0.0273184;0.0213904;0.0169327;0.0249922;0.0354871;0.0395936;0.0286108;0.0470364;0.0407839;0.0523574;0.0319198;0.0370194;0.0371999;0.0324412;0.0305211;0.0450055;0.0595444;0.0352595;0.0201286672413793;0.01390837441216;0.850664326896029;0.861576794118552;0.666061705989111;0;0;1.51878509768721e-13;0.000700624329877872;0.723629797053471;0.723629797053471;0.00582043;0.00298138381572216;0.007553076;0.00379798167543368;0.008769306;0.00589520511871555;0.013283904;0.00982980594032659;0.011664078;0.00485350819016719;0.013726426;0.00928841158558233;0.01864732;0.00317352275980495;0.02534526;0.00678014579990726;0.02522416;0.00695006490494873;0.04167642;0.00892549545470726;0.03382028;0.00308441544980568;0.0466031333333333;0.0122210235333761
"60";"surface_water_abstraction_km3";"Finland";"Other";"FIN";0.873705;0.873277;0.873959;0.910954;0.932306;0.955677;0.991851;1.0242;1.04704;1.05438;1.0391;1.0854;1.12276;1.15894;1.2163;1.32632;1.42321;1.50281;1.53599;1.55642;1.59851;1.70017;1.80128;1.79157;1.80463;1.77798;1.7956;1.82803;1.98287;2.12441;2.23442;2.29463;2.41271;2.33469;2.24784;2.0929;2.19354;2.36094;2.34482;2.32486;2.35684;2.38027;2.31571;2.33372;2.40371;2.54977;2.65338;2.68657;2.76811;2.88685;2.96981;2.85161;2.84489;2.84372;2.85031;2.84767;2.84612;2.84473;1.92732394827586;0.682672187649681;0.984944615878997;0.981789658248485;0.908045977011494;0;0;0;0.0398175597834442;0.970115896349024;0.970115896349024;0.8928402;0.0273451709941628;1.0146296;0.0409768060895429;1.1245;0.0678939452381433;1.46895;0.0945083681480111;1.739232;0.0897143244972618;1.901778;0.148475081983476;2.304858;0.0721789066833241;2.263412;0.116050924683951;2.35805;0.0352301454723081;2.708936;0.126565671017065;2.872068;0.0547441587751606;2.84617333333333;0.00147072544457928
"61";"surface_water_abstraction_km3";"Fiji";"EAP";"FJI";0.00597298;0.00600007;0.0060173;0.00609868;0.00604257;0.00629859;0.00631675;0.00627503;0.0058804;0.00639343;0.00662681;0.00619054;0.00724237;0.00775424;0.0082047;0.00916064;0.00995566;0.010357;0.0105685;0.00970507;0.0103765;0.0116656;0.0125283;0.0128425;0.0122933;0.0107098;0.0118368;0.0124079;0.0125143;0.0102998;0.012243;0.0128691;0.0138645;0.0122559;0.0107393;0.0137411;0.0131635;0.0134746;0.0148473;0.0149403;0.0100126;0.0150757;0.0129997;0.0144594;0.0149618;0.0141813;0.0145179;0.0134112;0.0147787;0.0141699;0.0139581;0.0148258;0.0133612;0.014908;0.0149911;0.014948;0.0129647;0.011432;0.0111488246551724;0.00318075624825966;0.889894309000836;0.880279307268756;0.728977616454931;0;0;6.66133814775094e-16;0.000167617530837613;0.791911881192077;0.791911881192077;0.00602632;4.77378534289092e-05;0.00623284;0.000201957327423394;0.007203732;0.00081637704418363;0.009949374;0.000554820070094801;0.01194124;0.000975351725276579;0.01155372;0.00100212125364149;0.01239436;0.00113666115355457;0.01403336;0.000812299752554438;0.01350184;0.00211851245051805;0.0142118;0.000514470368437289;0.01440884;0.000718115445454281;0.0131149;0.00176280572667552
"62";"surface_water_abstraction_km3";"France";"Other";"FRA";10.2574;10.2754;10.3941;10.506;10.8934;11.3028;11.7283;11.8902;12.2449;12.3216;12.7957;13.2881;13.4762;13.7604;14.8975;15.9716;16.4829;17.5916;17.3249;18.2082;19.3576;20.6678;21.1819;20.2972;20.0262;19.9748;19.9106;19.4031;22.3164;23.0718;23.7937;22.9865;23.8862;24.7508;25.7943;25.3066;26.5642;27.3904;26.8277;25.4197;26.1599;26.2086;25.5297;25.5857;25.6728;26.6869;28.8194;28.23;29.6302;29.2903;31.5255;30.3998;30.6947;29.5417;29.3481;31.0754;30.4639;29.2522;21.3560948275862;6.79467843547814;0.981154003347976;0.981728136823649;0.901996370235935;0;0;0;0.394781423605767;0.962663178285759;0.962663178285759;10.46526;0.25946095660041;11.89756;0.41318808429092;13.64358;0.784098984185033;17.11584;0.890674218218985;20.30614;0.68482260330687;20.93534;1.64258003092696;24.2423;1.0691537611588;26.30172;0.908157192891187;25.83134;0.326625707806352;28.53136;1.15750343973571;30.30196;0.887230476257439;30.2638333333333;0.927919481061441
"63";"surface_water_abstraction_km3";"Faroe Islands (Den.)";"Other";"FRO";0;0;0;3.67837e-13;6.35106e-13;1.95242e-12;1.35762e-12;2.53686e-12;2.61113e-12;3.00005e-12;5.23049e-12;6.71199e-12;4.98934e-12;5.26822e-12;7.34685e-12;4.94193e-12;4.67662e-12;4.19167e-12;8.90127e-13;3.00495e-12;4.67907e-12;4.27205e-12;4.49746e-12;4.54985e-12;5.75655e-12;6.15075e-12;6.197e-12;5.33126e-12;5.58495e-12;6.03276e-12;5.05226e-12;6.37013e-12;6.31689e-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.25007224137931e-12;2.58192809839565e-12;-0.448689370321399;-0.530731212331821;-0.303771531191066;0.000411579480427329;1.82225573239959e-05;0.00166054867304145;-6.86025952197835e-14;0.201322151039406;0.201322151039406;2.005886e-13;2.90467191587621e-13;2.291616e-12;6.42556418246678e-13;5.909378e-12;1.05225403209966e-12;3.5410594e-12;1.65756495688609e-12;4.750996e-12;5.81042529407272e-13;5.859344e-12;3.81826831993248e-13;3.547856e-12;3.28140882902908e-12;0;0;0;0;0;0;0;0;0;0
"64";"surface_water_abstraction_km3";"Micronesia, Federated States of";"EAP";"FSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"surface_water_abstraction_km3";"Gabon";"AFR";"GAB";0.0230061;0.0235998;0.0225907;0.0220704;0.0213207;0.0210894;0.0229149;0.0231497;0.0233266;0.0244186;0.0255276;0.0257306;0.0256662;0.0283004;0.0291849;0.0332177;0.0394746;0.0420388;0.0455678;0.0451601;0.0435248;0.0460945;0.0510977;0.0504221;0.0505659;0.0498712;0.0505943;0.0482673;0.0488419;0.0484785;0.0497492;0.0519305;0.0603137;0.0583834;0.05975;0.0565393;0.0581628;0.0632806;0.0655181;0.0631559;0.0623733;0.0627155;0.0635446;0.0647242;0.0667381;0.0713274;0.0730639;0.07702;0.0796921;0.0837155;0.0804863;0.0749417;0.078754;0.0792913;0.0797597;0.0787871;0.0794948;0.07906;0.0513342551724138;0.020066590171701;0.982079271832024;0.979759451228891;0.885057471264368;0;0;0;0.00116699970469715;0.964479696162117;0.964479696162117;0.02251754;0.00087288174055825;0.02297984;0.00120385898800482;0.02688194;0.00172869155085573;0.0410918;0.0050522083423984;0.048341;0.00335868638011947;0.04921064;0.000989032738588567;0.05602536;0.00484719554206347;0.06133134;0.00379673827554652;0.06401914;0.00176941429942227;0.07696378;0.00500026142286581;0.0786466;0.00216661859587699;0.0791139666666667;0.000356923133648318
"66";"surface_water_abstraction_km3";"United Kingdom";"Other";"GBR";3.01761;2.92612;3.05205;3.09507;3.13655;3.19514;3.25597;3.3605;3.4194;3.46844;3.4021;3.45757;3.60362;3.7233;3.78569;4.02924;4.13127;4.33439;4.06111;4.47962;4.65032;5.19427;5.55144;5.45144;5.37388;5.31266;5.14774;5.30988;5.65453;6.01805;6.3549;6.08117;6.43322;6.71955;6.8469;6.59801;6.79929;6.66227;6.83753;7.13281;7.45438;7.50099;7.51972;7.50086;7.64943;7.63408;8.44569;8.35252;8.60868;9.11599;8.93344;8.20715;8.37018;8.18062;8.52425;8.2927;8.41617;8.33198;5.82936982758621;1.97314716651547;0.984985508090156;0.98332769386939;0.91167574107683;0;0;0;0.115090622596818;0.970196451147621;0.970196451147621;3.04548;0.0803424302594838;3.33989;0.113210913343193;3.594456;0.165071049642268;4.207126;0.193110939436377;5.24427;0.356843163168359;5.488572;0.348902323394385;6.487148;0.30358198657035;6.805982;0.207220952415531;7.525076;0.0735817207599822;8.431392;0.534377466562728;8.443128;0.306962584641842;8.34695;0.0630815813054806
"67";"surface_water_abstraction_km3";"Georgia";"ECA";"GEO";0.995334;0.978825;0.989294;1.02007;1.01241;0.992325;1.04233;1.03526;1.05541;1.05632;1.08422;1.11774;1.12685;1.21506;1.22826;1.29788;1.40377;1.46878;1.55996;1.59023;1.64519;1.68135;1.75886;1.67467;1.72068;1.74239;1.78572;1.80397;1.87865;1.79193;1.69276;1.77316;1.91986;1.79949;1.46031;1.32541;1.30518;1.35868;1.37121;1.32613;1.40672;1.30366;1.41143;1.35991;1.3752;1.43227;1.5543;1.6744;1.75927;1.86694;1.99035;1.84771;1.96753;1.88057;1.8717;1.8703;1.79222;1.94958;1.48965496551724;0.318895619674491;0.724265786005614;0.728321387923344;0.59588626739262;1.31255450952494e-10;0;3.91218168971363e-11;0.0136771983143129;0.524560928778332;0.524560928778332;0.9991866;0.0168691695053432;1.036329;0.0261592785642112;1.154426;0.0635671344328184;1.464124;0.118731433622272;1.69615;0.0441916762524347;1.800532;0.0494674733537099;1.729116;0.17091962418049;1.337322;0.026948216453042;1.371384;0.0435461528725558;1.657436;0.170210626078397;1.911572;0.063179360712182;1.8707;0.0786807625789177
"68";"surface_water_abstraction_km3";"Ghana";"AFR";"GHA";0.174438;0.173988;0.1763;0.178362;0.181539;0.188165;0.195316;0.202683;0.20637;0.1936;0.194016;0.203;0.208731;0.205124;0.199685;0.208207;0.223143;0.222417;0.221618;0.231597;0.240158;0.251816;0.264695;0.262112;0.260004;0.2582;0.2569;0.272289;0.297517;0.290885;0.292979;0.294456;0.319682;0.323289;0.330271;0.31877;0.314059;0.334366;0.343294;0.350212;0.356435;0.355841;0.340224;0.331605;0.344523;0.364799;0.383961;0.40014;0.476391;0.504007;0.531141;0.522533;0.544843;0.546105;0.547074;0.548664;0.538106;0.540522;0.311054603448276;0.11768381120135;0.942013417338158;0.990033529176536;0.924984875983061;0;0;0;0.00656484435079509;0.88738927844511;0.88738927844511;0.1769254;0.00310466291245926;0.1972268;0.00728507513344921;0.2021112;0.00559257075949871;0.2213964;0.00839871798550231;0.255757;0.00996457675970235;0.2751582;0.0185500869189338;0.3121354;0.0172466141401726;0.3321402;0.0155051881381685;0.3457256;0.0105843960526806;0.4258596;0.0608395962577005;0.5383392;0.0109607690971026;0.542430666666667;0.00553173547210401
"69";"surface_water_abstraction_km3";"Gibraltar (U.K.)";"Other";"GIB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";"surface_water_abstraction_km3";"Argentina";"LCR";"ARG";5.2096;5.33757;5.2299;5.49452;5.30992;4.99338;5.48946;5.35126;5.73205;5.52642;5.2023;5.35418;5.57246;5.6957;5.76109;6.95766;7.0363;6.8643;6.82166;7.03159;7.02187;6.86512;8.0814;7.69603;7.75762;7.80495;7.42527;7.69212;8.26278;8.27092;8.5804;7.54155;8.40376;8.90984;9.28003;9.99098;10.2645;9.71249;9.52395;9.91349;10.1997;9.85923;10.3258;10.4471;8.45146;9.331;8.92805;9.46886;9.67291;10.1712;10.4935;10.5605;11.3709;10.5067;10.5704;10.4491;10.8771;10.6178;8.05640862068966;1.96781690168113;0.958609604232186;0.959334338183272;0.836660617059891;0;0;0;0.111706149681626;0.918932373326186;0.918932373326186;5.316302;0.113032446315206;5.418514;0.273972572313361;5.517146;0.234593140095784;6.942302;0.0970600887079751;7.484408;0.517997862997523;7.891208;0.369601693813759;8.543116;0.652202686923322;9.881082;0.281115518728511;9.856658;0.815625805697686;9.514404;0.457172679115889;10.7004;0.376287642635259;10.648;0.215592277227177
"70";"surface_water_abstraction_km3";"Guinea";"AFR";"GIN";0.225743;0.239936;0.232525;0.227202;0.225293;0.229355;0.219243;0.228652;0.227857;0.223887;0.234389;0.227202;0.555525;0.537907;0.577761;0.576341;0.578629;0.583998;0.58389;0.614254;1.09057;1.12777;1.16072;1.1717;1.19589;1.19225;1.21171;1.13437;1.12058;1.17659;1.08736;1.12315;1.10551;1.09878;1.11505;1.23238;1.13755;1.2434;1.24344;1.21691;1.15498;1.16181;1.1484;1.13712;1.153;1.12255;1.21773;1.17083;1.12127;1.07891;1.08607;1.1545;1.18857;1.20804;1.13283;1.1762;1.16861;1.14037;0.883742396551724;0.392798205826464;0.838777706006886;0.721934263431901;0.539788224406162;2.22044604925031e-16;1.60460528132307e-10;2.18181095412717e-09;0.0195104368943983;0.703548040094175;0.703548040094175;0.2301398;0.00618685507346019;0.2257988;0.00423252255752997;0.4265568;0.179279930129393;0.5874224;0.0153644104442702;1.14933;0.04097424129865;1.1671;0.0385616324861902;1.10597;0.013926939721274;1.214736;0.0444951124282207;1.151062;0.00916640169314003;1.142258;0.0532781673859002;1.154002;0.0479017491329909;1.16172666666667;0.0188807423935959
"71";"surface_water_abstraction_km3";"Guadeloupe (Fr.)";"Other";"GLP";2.05995e-08;2.05995e-08;2.06461e-08;2.18096e-08;2.3528e-08;2.07486e-08;1.9475e-08;1.93779e-08;2.63483e-08;3.85588e-08;3.295e-08;3.67624e-08;4.46368e-08;4.85808e-08;5.32688e-08;4.84954e-08;4.45971e-08;4.0691e-08;2.14971e-08;3.05421e-08;3.04592e-08;3.08997e-08;3.14261e-08;4.11646e-08;4.11889e-08;4.11365e-08;4.12652e-08;4.27584e-08;4.51291e-08;4.70977e-08;4.88572e-08;5.03059e-08;5.1897e-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.02982465517241e-08;1.97094728202724e-08;-0.643852921738466;-0.630183551595836;-0.350514924473344;4.97610495880731e-08;1.15332081417994e-07;0.000242841609664176;-7.51471127995312e-10;0.414546584831152;0.414546584831152;2.143654e-08;1.27861702749494e-09;2.490172e-08;8.1519738546563e-09;4.323976e-08;8.35008122403609e-09;3.716454e-08;1.10158141361862e-08;3.50277e-08;5.62372265185615e-09;4.347738e-08;2.58482531460058e-09;3.021202e-08;2.76006223355924e-08;0;0;0;0;0;0;0;0;0;0
"72";"surface_water_abstraction_km3";"Gambia, The";"AFR";"GMB";0.0385792;0.0395084;0.0378325;0.0384923;0.0413104;0.0430265;0.0454484;0.0474136;0.0494352;0.0545782;0.0434343;0.0432592;0.0446407;0.0428909;0.0420887;0.0421927;0.0411169;0.042958;0.0443346;0.0337314;0.0340506;0.0342806;0.0328672;0.0337641;0.0337656;0.0319283;0.0446003;0.0455185;0.0505912;0.0523536;0.049374;0.0527124;0.0494301;0.0355428;0.0412565;0.0418385;0.0425509;0.0475647;0.0514979;0.0527167;0.056261;0.0581372;0.0632068;0.066467;0.0670005;0.0679785;0.0735488;0.0713454;0.0717045;0.0694986;0.0690852;0.0725425;0.0750194;0.0752748;0.0720754;0.0710381;0.0725942;0.0683605;0.0509588793103448;0.0135281323821264;0.793857816950641;0.735211787504999;0.55837870538415;1.0591527654924e-13;0;5.96052984747075e-10;0.000635962035128727;0.630210233533634;0.630210233533634;0.03914456;0.00134998323434034;0.04798038;0.00438522574470232;0.04326276;0.000928015898570708;0.04086672;0.00415732029761961;0.03374562;0.000536558200011891;0.04499838;0.00800991386514237;0.04566316;0.00706208704867053;0.04723374;0.00498480316843102;0.0622145;0.0048487820398529;0.07081516;0.0021403760143956;0.07279946;0.00252197642693186;0.0706642666666667;0.00214146385524793
"73";"surface_water_abstraction_km3";"Guinea-Bissau";"AFR";"GNB";0.0606206;0.0664595;0.0606551;0.0617224;0.0615499;0.0645326;0.0647911;0.0647684;0.0645266;0.0629755;0.0697746;0.0543305;0.0682188;0.0678091;0.0642316;0.0558259;0.0601004;0.0665009;0.0624118;0.0703701;0.0527352;0.07581;0.0704173;0.0648109;0.0838251;0.0733108;0.0660245;0.0751038;0.0740863;0.0789734;0.082982;0.0828382;0.0889215;0.0801497;0.0831087;0.0814509;0.0831016;0.120634;0.115749;0.113912;0.121062;0.12196;0.139684;0.128543;0.127594;0.116998;0.143227;0.12651;0.11374;0.140221;0.124886;0.141278;0.13366;0.157083;0.137731;0.131813;0.131422;0.114461;0.0908964362068966;0.030429021500925;0.899214084065297;0.908517641268572;0.731397459165154;0;0;4.44089209850063e-16;0.00162032341505427;0.808585968981386;0.808585968981386;0.0622015;0.00243286257010132;0.06431884;0.00076133987351248;0.06487292;0.00623290549398914;0.06304182;0.00562999334964084;0.0695197;0.0117144170437542;0.07349976;0.00471149992815451;0.08360002;0.0032181738326262;0.1029695;0.0190582795860487;0.1277686;0.00743850212072296;0.1281392;0.0133015900440511;0.1389276;0.0118478787257466;0.125898666666667;0.00990723898638433
"74";"surface_water_abstraction_km3";"Equatorial Guinea";"AFR";"GNQ";0.00927078;0.00926223;0.00930925;0.00920815;0.00718057;0.00759586;0.00803716;0.0129925;0.0134474;0.0138601;0.0138318;0.013916;0.013836;0.0136328;0.0133778;0.0138374;0.0140351;0.0139519;0.0135617;0.0132988;0.0112775;0.0115579;0.0119291;0.0125133;0.0133517;0.0141702;0.0152499;0.0158197;0.0174465;0.018982;0.0197185;0.0194252;0.0208145;0.0213162;0.0228428;0.0233441;0.0225067;0.0249578;0.0291561;0.0360057;0.0358101;0.0442296;0.0451198;0.0564282;0.0611586;0.0685389;0.0562752;0.0579074;0.0593976;0.0610415;0.0626831;0.0642337;0.0658228;0.0658452;0.0659115;0.0657057;0.0655334;0.0655476;0.0290865275862069;0.0216040706514257;0.901992602749845;0.944876803346766;0.82335148215366;0;0;0;0.00115395582884738;0.813590655415434;0.813590655415434;0.008846196;0.000931812151015429;0.011186604;0.0030956614705552;0.01371888;0.00021741069890877;0.01373698;0.000303263543803076;0.0121259;0.000826710529750287;0.01633366;0.00189547932011932;0.02082344;0.00136900279875536;0.02719408;0.00555177888176393;0.04854926;0.0101707915949546;0.06063212;0.00475961270871906;0.06489926;0.00142536782024851;0.0655955666666667;9.56421629478011e-05
"75";"surface_water_abstraction_km3";"Greece";"Other";"GRC";0.811597;0.843434;0.856043;1.0348;1.01721;1.28991;0.938126;1.09842;0.931909;1.04533;1.08994;1.64904;1.25965;1.48417;1.24344;1.61433;1.43438;1.34277;1.43118;1.5348;1.61823;1.80071;1.95141;1.94244;1.84354;1.5974;2.05;1.60188;1.7769;1.75388;1.88342;1.61996;1.46662;2.12117;1.67761;1.64199;1.95835;2.43349;2.44093;2.19811;2.03513;2.33591;1.88154;1.90463;1.91703;2.56567;2.38278;2.42205;2.56304;2.08142;2.11851;2.6177;2.59655;2.33848;2.23153;2.63148;2.43851;2.67317;1.77695946551724;0.532851355288588;0.916453591866577;0.913500876680304;0.751966122202057;0;0;0;0.0289179280506935;0.839887186045153;0.839887186045153;0.9126168;0.104952759018999;1.060739;0.146464807165407;1.345248;0.220489774524807;1.471492;0.104859797205602;1.831266;0.135335598162494;1.756012;0.184244564424571;1.753756;0.2539451051507;2.134574;0.339461151061502;2.014848;0.189063189754114;2.402992;0.197648537485103;2.380554;0.22109835442626;2.58105333333333;0.125193711636541
"76";"surface_water_abstraction_km3";"Grenada";"LCR";"GRD";2.18941e-09;2.18941e-09;2.19417e-09;2.95927e-09;3.16505e-09;2.83747e-09;2.76146e-09;2.77871e-09;3.56385e-09;4.89467e-09;4.33072e-09;4.75377e-09;5.63201e-09;6.08645e-09;6.5443e-09;6.05482e-09;5.65798e-09;5.24957e-09;3.30618e-09;4.27412e-09;4.27533e-09;4.34243e-09;4.42159e-09;5.47387e-09;5.49484e-09;5.45141e-09;5.47837e-09;5.65213e-09;5.91421e-09;6.13023e-09;6.34157e-09;6.5062e-09;6.6889e-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64818051724138e-09;2.55887780223204e-09;-0.636965909583965;-0.620434147031707;-0.329109432902453;7.63939673391643e-08;2.0496127345534e-07;0.000569814326451899;-9.65197874434754e-11;0.40572556997212;0.40572556997212;2.539462e-09;4.82674443408805e-10;3.367232e-09;9.17291000566342e-10;5.46945e-09;9.18057889160591e-10;4.908534e-09;1.11377353159428e-09;4.801612e-09;6.25446530824178e-10;5.72527e-09;2.91975724333377e-10;3.907334e-09;3.56900675178403e-09;0;0;0;0;0;0;0;0;0;0
"77";"surface_water_abstraction_km3";"Greenland (Den.)";"Other";"GRL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"78";"surface_water_abstraction_km3";"Guatemala";"LCR";"GTM";0.093381;0.0963345;0.0979026;0.105817;0.108255;0.0952821;0.10353;0.101187;0.10662;0.105883;0.114947;0.112051;0.11689;0.126985;0.122106;0.123533;0.142872;0.135674;0.153178;0.13625;0.142894;0.169975;0.176668;0.184799;0.193852;0.171349;0.185544;0.178382;0.165965;0.154536;0.162816;0.186948;0.186986;0.196294;0.191705;0.197903;0.183484;0.197755;0.214028;0.203007;0.211281;0.227657;0.219507;0.209062;0.221336;0.22603;0.227579;0.237445;0.266637;0.252043;0.257904;0.266474;0.271558;0.269605;0.237233;0.26998;0.271775;0.255811;0.178318710344828;0.0560439862152392;0.976824202602593;0.978775108431511;0.889897156684816;0;0;0;0.00324187338890766;0.954185522790191;0.954185522790191;0.10033802;0.00638469585039099;0.10250042;0.00456349749446628;0.1185958;0.00595311017032273;0.1383014;0.0108561126007425;0.1736376;0.0193711494315645;0.1711552;0.011857885001129;0.1849498;0.0129650261935717;0.1992354;0.0110127137572898;0.2177686;0.00760629129734064;0.2419468;0.0172596613002689;0.2605548;0.0140440962222565;0.265855333333333;0.0087448259178404
"79";"surface_water_abstraction_km3";"French Guiana (Fr.)";"Other";"GUF";0.00628671;0.0061735;0.00601753;0.00592958;0.00625186;0.00646095;0.00606621;0.00645082;0.00688128;0.0064919;0.00705739;0.00714301;0.00678626;0.00680048;0.00724402;0.00725306;0.00815371;0.00807866;0.00820433;0.00838879;0.008678;0.00942117;0.00908388;0.00919193;0.0119698;0.0123274;0.0113169;0.0118814;0.0124323;0.012764;0.0127208;0.0131185;0.012863;0.0131217;0.0139215;0.0137381;0.0125278;0.0147077;0.0141957;0.0151403;0.0142005;0.0150778;0.0144995;0.0240463;0.0247082;0.0273692;0.0268333;0.0316673;0.0284707;0.0275993;0.0293264;0.0323921;0.0290032;0.0317756;0.0323281;0.0273672;0.0323573;0.0291927;0.0148527005172414;0.00895130598080279;0.915913807975476;0.987080500784398;0.916515426497278;0;0;0;0.00048550267772001;0.838898103640132;0.838898103640132;0.006131836;0.00015337939604132;0.006470232;0.000288585653784106;0.007006232;0.000205298600506677;0.00801571;0.000441420410663123;0.009668956;0.00131407215731481;0.0121444;0.000559956431340868;0.0131491;0.000464645827485839;0.01406192;0.00100700246871594;0.01850646;0.00537364251723168;0.02838796;0.00192598942053169;0.03096508;0.0016647370323868;0.0296390666666667;0.0025248181921345
