"FID";"industryNettoDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"148";"industryNettoDemand_km3";"Oman";"MENA";"OMN";0.00429161;0.00429161;0.00430337;0.00431673;0.00455876;0.00461211;0.00462263;0.00462296;0.00468286;0.00530997;0.00368999;0.00392313;0.00396322;0.0033323;0.00340473;0.00372321;0.00540302;0.00587414;0.00626961;0.00646832;0.00630475;0.0068863;0.00787568;0.00819359;0.00825181;0.00822824;0.00847834;0.00868202;0.00783913;0.00792196;0.00820495;0.00841331;0.00937305;0.00923788;0.00936413;0.00931408;0.00930725;0.00945643;0.00971182;0.00983175;0.00952683;0.00983902;0.0105719;0.0105766;0.0105918;0.0107815;0.0109109;0.0116212;0.0121962;0.0125804;0.013928;0.0127926;0.0127944;0.0127944;0.0128295;0.0127944;0.0127944;0.0127944;0.00819412413793104;0.00313025900878182;0.968081135722298;0.96115210333822;0.867986627399059;0;5.43382752839292e-33;0;0.00017944966501584;0.937181085341371;0.937181085341371;0.004352416;0.000115814060372651;0.004770106;0.000303079550167939;0.003662674;0.000289220278040804;0.00554766;0.00109828893746136;0.007502426;0.000864962665627829;0.008229938;0.000358352449719546;0.008918664;0.000563820846528399;0.009524266;0.000237486175871355;0.01022123;0.000503700122791329;0.01161804;0.00078426110001708;0.01302778;0.000503476188116181;0.0127944;0
"149";"industryNettoDemand_km3";"Pakistan";"SOA";"PAK";1.14657;1.14657;1.14971;1.17286;1.17958;1.19614;1.23115;1.27307;1.29755;1.34051;1.36492;1.38132;1.43258;1.33301;1.27146;1.12983;1.23662;1.32319;1.37348;1.41485;1.47464;1.5102;1.57931;1.64922;1.68032;1.63393;1.65886;1.64726;1.71751;1.72767;1.79013;1.79832;1.78354;1.83607;1.86473;1.88462;1.87819;1.95557;1.96751;1.94589;1.92648;1.92355;2.00354;1.97869;1.96831;2.04521;2.14194;2.21187;2.3047;2.37766;2.4532;2.43903;2.49354;2.49354;2.50037;2.49354;2.49354;2.49354;1.74346051724138;0.436694212032327;0.97694132282109;0.981091486196561;0.915331352529917;0;1.24062587056496e-41;0;0.0252636755975266;0.954414348235419;0.954414348235419;1.159058;0.015897586923807;1.267684;0.0562980690610256;1.356658;0.0597045896058251;1.295594;0.114023460436877;1.578738;0.0877792590536056;1.677046;0.0426528150301947;1.814558;0.0346500789320891;1.926356;0.0418047363345351;1.960114;0.0345189503026961;2.216276;0.131027124405598;2.475936;0.0278199592019831;2.49354;0
"15";"industryNettoDemand_km3";"Belgium";"Other";"BEL";1.23344;1.23344;1.23682;1.25972;1.2778;1.30736;1.35005;1.38436;1.41241;1.4426;1.47651;1.5279;1.588;1.63842;1.0128;1.09494;1.14784;1.20064;1.23232;1.29078;1.37343;1.43524;1.47072;1.38787;2.31414;2.27737;2.26687;2.29441;2.50503;1.55271;2.7443;2.7677;1.70809;1.72206;1.77797;1.75248;1.79945;1.88956;1.87327;3.16093;3.16073;3.17946;3.10883;3.10678;3.17966;1.93852;2.02389;2.0465;2.07886;2.16181;2.22128;2.16662;2.1567;2.1567;2.16261;2.1567;2.1567;2.1567;1.89208275862069;0.606608209324871;0.672709312180167;0.726925896057821;0.555997028459817;7.30048954622475e-09;1.04107945368803e-10;7.89825982394632e-10;0.024164974622412;0.452537818693913;0.452537818693913;1.248244;0.0198373405475633;1.379356;0.0528196841149206;1.448726;0.251223511598736;1.193304;0.0755315952433152;1.59628;0.403149793935207;2.179278;0.363748402223295;2.144024;0.55932786219712;2.095138;0.598382446492208;3.147092;0.0366858115625101;2.049916;0.0813266760048632;2.172782;0.0274351839797003;2.1567;0
"150";"industryNettoDemand_km3";"Panama";"LCR";"PAN";0.0376321;0.0376321;0.0377352;0.038568;0.0391544;0.0400093;0.0404935;0.0413044;0.0420122;0.0429919;0.0435666;0.0444402;0.0450842;0.044309;0.0453963;0.0471505;0.0485784;0.0496561;0.0502935;0.0510315;0.0531758;0.055173;0.0614656;0.0628481;0.0642241;0.0648563;0.0653143;0.0660034;0.0665097;0.066349;0.0629551;0.0628174;0.0638533;0.0653605;0.0678285;0.0693857;0.0704167;0.0705151;0.0735613;0.0750969;0.0768212;0.0775364;0.0774008;0.0774495;0.0778722;0.0787887;0.0805593;0.0823938;0.08472;0.0881804;0.0921272;0.0936124;0.095556;0.095556;0.0958178;0.095556;0.095556;0.095556;0.0644104982758621;0.0186615484151329;0.988218514785373;0.992230462422981;0.959034175727632;0;2.19659542163715e-52;0;0.00109207202620812;0.976575832964607;0.976575832964607;0.03814436;0.000687728902257276;0.04136226;0.00119024587921992;0.04455926;0.00071385873812681;0.049342;0.00152021203455308;0.05937732;0.00489983827559645;0.06580654;0.0007022654362846;0.06456296;0.00208779981990611;0.07179514;0.00241686473514758;0.07741602;0.000380050959740926;0.08292844;0.00366840846321671;0.09453388;0.00161083388094489;0.095556;0
"151";"industryNettoDemand_km3";"Peru";"LCR";"PER";0.100857;0.100857;0.101134;0.104152;0.10766;0.110109;0.115697;0.12096;0.126497;0.126144;0.122617;0.12593;0.131106;0.149014;0.15239;0.159588;0.169945;0.178841;0.174373;0.168718;0.159345;0.170193;0.183993;0.19348;0.191769;0.175331;0.176271;0.172285;0.169048;0.183182;0.254978;0.171583;0.183012;0.197515;0.198023;0.195426;0.210142;0.221055;0.222834;0.225705;0.221962;0.214725;0.216063;0.215917;0.218652;0.223025;0.231466;0.240411;0.251013;0.26271;0.276154;0.27608;0.293371;0.293371;0.294175;0.293371;0.293371;0.293371;0.191568396551724;0.0574734572287282;0.96273793294677;0.966444655578397;0.87284249664325;0;9.65203538421365e-35;0;0.00327661961303021;0.926864327534619;0.926864327534619;0.102932;0.00298690634268971;0.1198814;0.00702066067403916;0.1362114;0.0136219828879646;0.170293;0.00719224335656129;0.179756;0.014651556265462;0.1752234;0.00527300002844681;0.2010222;0.032107467226488;0.2150324;0.0124435525192768;0.2174638;0.00289402309942405;0.241725;0.0156788140973736;0.2866302;0.00960284154300174;0.293371;0
"152";"industryNettoDemand_km3";"Philippines";"EAP";"PHL";1.43337;1.43337;1.4373;1.46028;2.13563;1.27389;2.21425;2.2584;1.34517;1.3614;1.39488;1.42714;2.26448;2.5744;2.61537;2.79285;3.03889;3.08759;3.19417;3.30538;3.42375;3.60177;3.75879;3.82771;3.84331;3.69187;3.58604;3.5354;3.46948;3.55586;3.67705;3.78631;3.80561;3.80315;3.95201;3.95587;4.13933;4.30148;4.4238;4.39761;4.20344;4.35322;4.29927;4.19619;4.25316;4.27213;4.35891;4.49643;4.70624;4.97485;5.18051;5.10893;5.34959;5.34959;5.36424;5.34959;5.34959;5.34959;3.53620482758621;1.24012289279285;0.957279343568176;0.969398638224077;0.871628529332202;0;7.60341713617042e-36;0;0.070299790827155;0.916383741622318;0.916383741622318;1.57999;0.310814083738173;1.690622;0.499486713807284;2.055254;0.60366361467294;3.083776;0.192329408255732;3.691066;0.177389386604723;3.56773;0.0815248183070653;3.804826;0.0978980361396489;4.243618;0.195705134500861;4.261056;0.0662269977426128;4.561712;0.283204641240217;5.270572;0.11779291455771;5.34959;0
"153";"industryNettoDemand_km3";"Palau";"EAP";"PLW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"industryNettoDemand_km3";"Papua New Guinea";"EAP";"PNG";0.00732973;0.00732973;0.00734981;0.00664839;0.0067579;0.00683616;0.00702264;0.00726319;0.0075051;0.00774102;0.00792367;0.00478166;0.00498052;0.00510434;0.0053538;0.00601969;0.00619067;0.00599404;0.00613963;0.00626322;0.00656021;0.00682914;0.00699235;0.0118127;0.0115049;0.0116813;0.0115534;0.0113209;0.0115085;0.00701839;0.00727934;0.0122578;0.0117204;0.0122655;0.00743271;0.00766484;0.00788843;0.0126075;0.0129912;0.0128018;0.0116848;0.011285;0.0110334;0.0104323;0.010398;0.0106868;0.0110128;0.0117164;0.0121262;0.0125118;0.0133498;0.0132353;0.0138763;0.0138763;0.0139143;0.0138763;0.0138763;0.0138763;0.00956887275862069;0.00295028745970108;0.816905174144831;0.783174648935983;0.593630015102294;5.32907051820075e-15;3.73212678422394e-13;5.27289323315472e-11;0.00014272057953182;0.667334063544591;0.667334063544591;0.007083112;0.000349111286440298;0.007273622;0.000362807368750967;0.005628798;0.00129952152218422;0.00612145;0.000113808017511948;0.00873986;0.00267129688111412;0.010616498;0.00201555324799917;0.01019115;0.00259808604636182;0.010790754;0.00275597793795233;0.0109667;0.000554624747013691;0.0116108;0.000758282519909301;0.0136504;0.000329534975381976;0.0138763;0
"155";"industryNettoDemand_km3";"Poland";"ECA";"POL";1.62946;1.62946;1.63392;1.6342;1.64211;1.64033;1.69033;1.71863;1.76034;1.77113;1.80671;1.86525;1.91619;1.97831;2.03525;2.20998;2.38987;2.436;2.45735;2.53236;2.65037;2.78835;2.89958;2.98064;2.91456;2.82449;2.80083;2.7777;2.80664;2.68951;2.74492;2.89253;2.75615;2.96818;3.04914;3.06839;3.20455;3.45465;3.58523;3.59238;3.69318;3.66367;3.69773;3.82633;3.87267;3.97987;4.17277;4.4139;4.58398;4.89266;5.22909;4.91236;5.04497;5.04497;5.0588;5.04497;5.04497;5.04497;3.08703155172414;1.13486068853484;0.971600858732243;0.983060807960348;0.925043091018298;0;5.85425054158092e-43;0;0.0652951708757568;0.944008228689228;0.944008228689228;1.63383;0.00516955510658318;1.716152;0.0533784874270525;1.920342;0.0901786234093202;2.405112;0.120606536597317;2.8467;0.129702919203848;2.779834;0.0531895923090223;2.882184;0.132384508648104;3.38104;0.234880462363305;3.750716;0.0925812733764231;4.408636;0.355149797029366;5.058038;0.112719776747473;5.04497;0
"156";"industryNettoDemand_km3";"Puerto Rico (U.S.)";"Other";"PRI";0.0286535;0.0286535;0.028732;0.0294041;0.0302164;0.0309961;0.0317395;0.0326876;0.0334972;0.0345371;0.0356521;0.0367933;0.0380068;0.0392752;0.0403967;0.0414544;0.0424305;0.04304;0.0439573;0.0451307;0.0458721;0.0482784;0.0491816;0.0505368;0.0511398;0.0514835;0.0529473;0.053744;0.0549136;0.0561731;0.0575812;0.0587832;0.0600482;0.0609096;0.0620725;0.0631339;0.064346;0.0655539;0.0665315;0.067596;0.069833;0.0711354;0.0722867;0.0744909;0.0691995;0.0706056;0.0728813;0.0756231;0.0777957;0.0798341;0.0822061;0.0822431;0.0822457;0.0822457;0.082471;0.0822457;0.0822457;0.0822457;0.0559985206896552;0.017910096978753;0.996821465123203;0.997769179883631;0.983313521948585;0;1.58168444642549e-67;0;0.00105722138484726;0.993653033330366;0.993653033330366;0.0291319;0.000683353170037281;0.0326915;0.00139965104758293;0.03802482;0.00189314759778523;0.04320258;0.00141119825928181;0.04900174;0.00207833627404229;0.0538523;0.00179961368493352;0.05987894;0.00175946509712469;0.06543226;0.00175835968533176;0.0713891;0.00210398479438422;0.07534796;0.00370023563952352;0.08228232;0.000106805767634524;0.0822457;0
"157";"industryNettoDemand_km3";"Korea, Democratic People's Republic of";"Other";"PRK";0.714559;0.714559;0.716517;0.693236;0.689734;0.71002;0.728573;0.743214;0.739532;0.742405;0.749859;0.736005;0.757602;0.7578;0.779159;0.824755;0.87554;0.898859;0.922799;0.96275;0.975834;1.02196;1.06177;1.07038;1.08109;1.09302;1.10211;1.12522;1.13088;1.12301;1.15146;1.1743;1.19082;1.19134;1.19533;1.20712;1.25353;1.31483;1.34827;1.34886;1.29988;1.33736;1.37259;1.38656;1.41742;1.46913;1.53174;1.59834;1.67305;1.76747;1.85278;1.82148;1.83696;1.83696;1.842;1.83696;1.83696;1.83696;1.17540018965517;0.380426011826467;0.976872424308075;0.994015160271413;0.956606241105537;0;1.50761826724505e-55;0;0.022006890122735;0.954279733373531;0.954279733373531;0.705721;0.0130789286449617;0.7327488;0.0139893715620109;0.756085;0.0156494525942603;0.8969406;0.0516525913318974;1.0422068;0.0433117556928833;1.114848;0.0163549677468346;1.18065;0.0182042989428322;1.294522;0.0623965829993919;1.362762;0.0454143118410925;1.607946;0.117106734349481;1.838036;0.0112862252325568;1.83696;0
"158";"industryNettoDemand_km3";"Portugal";"Other";"PRT";0.319502;0.319502;0.320377;0.328812;0.335081;0.342338;0.351141;0.363087;0.374236;0.388118;0.402142;0.415813;0.436085;0.461926;0.491692;0.539645;0.563908;0.574545;0.578967;0.587094;0.602626;0.625589;0.665068;0.657827;0.649322;0.626974;0.611758;0.625391;0.698394;0.747552;0.786232;0.8088;0.878614;0.912508;0.966095;0.93041;0.944002;0.995201;1.00648;0.993918;1.01357;1.02409;1.00089;1.0077;1.03564;1.09782;1.14235;1.14865;1.16454;1.2155;1.24477;1.21732;1.20799;1.20799;1.2113;1.20799;1.20799;1.20799;0.77225624137931;0.314496194810512;0.989355901879366;0.990199599354076;0.93961069875087;0;1.42550508669746e-49;0;0.0184254695622749;0.978825100583532;0.978825100583532;0.3246548;0.00702478161226383;0.363784;0.0181772525014096;0.4415316;0.0359675190456612;0.5688318;0.018337011634942;0.6400864;0.0256785986241461;0.6620138;0.0585981337347871;0.8704498;0.0739541856638284;0.9740022;0.0342823847070183;1.016378;0.0137256172903079;1.153772;0.0424665135135909;1.217874;0.0155105296492415;1.20799;0
"159";"industryNettoDemand_km3";"Paraguay";"LCR";"PRY";0.0213281;0.0213281;0.0213865;0.0214548;0.0218232;0.0214627;0.0225386;0.0232673;0.0233984;0.0232535;0.0235396;0.0240877;0.0242973;0.0262058;0.0270194;0.0294267;0.0320207;0.032;0.0327047;0.0344919;0.0360871;0.0388043;0.0417698;0.0439273;0.0430551;0.0433921;0.04011;0.0371103;0.0384618;0.0388101;0.0394428;0.0388983;0.0419627;0.0441721;0.044756;0.0458064;0.0460894;0.0475914;0.048395;0.0486616;0.0472134;0.0457751;0.0687562;0.0665925;0.0594745;0.0612276;0.0649886;0.0665485;0.0705844;0.0761657;0.0832211;0.0791801;0.0847686;0.0847686;0.0850009;0.0847686;0.0847686;0.0847686;0.0457398310344828;0.0207758408032546;0.951218018675921;0.984722423198543;0.920187221774108;0;3.32260506061397e-44;0;0.0011702786920545;0.90481571905374;0.90481571905374;0.02146414;0.000207396391000423;0.0227841;0.000812026985389032;0.02502996;0.00149885695881895;0.0321288;0.00181971988778493;0.04072872;0.0032393994060628;0.03957686;0.00238513586887624;0.04184638;0.00266255351626967;0.04730876;0.0013070867561107;0.05756234;0.0106834244642343;0.06790296;0.00570857863246185;0.08338786;0.00245702243844048;0.0847686;0
"16";"industryNettoDemand_km3";"Benin";"AFR";"BEN";0.00328294;0.00328294;0.00329193;0.00332558;0.00333646;0.00339429;0.00345223;0.0035083;0.00356249;0.00349856;0.00353102;0.00358872;0.00376318;0.00381668;0.00406469;0.00431386;0.00456214;0.00477282;0.00428324;0.00435211;0.00516415;0.00484424;0.00510767;0.00560538;0.00542579;0.00509558;0.00491047;0.00489034;0.00500776;0.00519872;0.00520741;0.00508594;0.00534781;0.0053056;0.00516532;0.00523758;0.00482637;0.00518668;0.00535216;0.00530053;0.00529023;0.00531272;0.00528436;0.00532052;0.0055826;0.00588427;0.00613678;0.00627955;0.00634205;0.00659554;0.00694318;0.00676502;0.006785;0.006785;0.00680359;0.006785;0.006785;0.006785;0.00501232913793103;0.00112112091494196;0.956340623902984;0.95038237494251;0.850991085044392;0;4.45011112624916e-30;0;6.34915134270504e-05;0.914587388927147;0.914587388927147;0.00330397;2.52590360069421e-05;0.003483174;6.3279082878942e-05;0.003752858;0.000210696682982908;0.004456834;0.000207653595875439;0.005229446;0.000294683713038234;0.005020574;0.000129044451178654;0.005222416;0.000105775782814404;0.005180664;0.000207712901452943;0.005358086;0.00012640784619635;0.006247638;0.000262342144288714;0.006816358;7.21960526621782e-05;0.006785;0
"160";"industryNettoDemand_km3";"French Polynesia (Fr.)";"Other";"PYF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"industryNettoDemand_km3";"Qatar";"MENA";"QAT";0.000404439;0.000404439;0.000405547;0.000411272;0.000418527;0.000426459;0.000436226;0.000445671;0.000456656;0.000464971;0.000475526;0.00048706;0.000849801;0.000469887;0.000498409;0.000559093;0.000741863;0.00075046;0.000793378;0.000810521;0.000827442;0.000913617;0.000987857;0.000990828;0.000922637;0.000848202;0.000850599;0.000807714;0.000745685;0.00127856;0.00129692;0.00130894;0.0013471;0.00131594;0.00135643;0.00133079;0.00134076;0.00137653;0.00141592;0.00150368;0.00144926;0.00151747;0.00101079;0.00096427;0.000986102;0.00103272;0.00110071;0.00115336;0.00120886;0.00124416;0.00129114;0.00119403;0.00119604;0.00119604;0.00119931;0.00119604;0.00119604;0.00119604;0.00094497824137931;0.00035439962316162;0.833263230659515;0.789082614227343;0.650686478721533;4.44089209850063e-16;1.87565674618688e-13;6.29940544172314e-13;1.74874340644128e-05;0.694327611569132;0.694327611569132;0.0004088448;6.11011310860938e-06;0.0004459966;1.54186503721953e-05;0.0005561366;0.000164529552534795;0.000731063;0.000100328582041709;0.0009284762;6.68517539463252e-05;0.000906152;0.000212468676930271;0.001325066;2.55182616962833e-05;0.001393536;7.00790891065231e-05;0.0011855784;0.000273404118097735;0.001147962;8.44174598054218e-05;0.001215312;4.24313948627664e-05;0.00119604;0
"162";"industryNettoDemand_km3";"Reunion (Fr.)";"Other";"REU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"industryNettoDemand_km3";"Romania";"ECA";"ROU";2.08525;2.08525;2.09096;2.10895;2.17637;2.15962;2.21848;2.24617;2.2891;2.28619;2.31697;2.37568;2.41714;2.38794;2.44583;2.64045;2.83455;2.86362;2.94539;3.01802;3.11543;3.2571;3.41378;3.53598;3.4422;3.29875;3.26207;3.27448;3.28339;3.23384;3.28628;3.30693;3.3168;3.03535;2.92349;2.96427;3.08986;3.25186;3.26948;3.26793;3.41028;3.24278;3.28211;3.3828;3.53612;3.82794;4.11188;4.45637;4.74888;5.20356;5.47589;5.12329;5.13182;5.13182;5.14588;5.13182;5.13182;5.13182;3.33496689655172;0.979507648885545;0.90775589774434;0.909457407038815;0.787864784869915;0;5.28365472418257e-23;0;0.0526535347134635;0.82402076988963;0.82402076988963;2.109356;0.0387028820632263;2.239912;0.0536339702986829;2.388712;0.0484457446015643;2.860406;0.142411338839293;3.352898;0.166409729042505;3.270506;0.0244697533702325;3.17377;0.182104256814606;3.16868;0.136863212186475;3.370818;0.115421410145605;4.469726;0.537717562368945;5.20174;0.153468708048253;5.13182;0
"164";"industryNettoDemand_km3";"Russian Federation";"ECA";"RUS";15.8977;15.8977;15.9413;16.0896;16.3519;16.607;16.9951;17.3298;17.643;17.8605;18.1483;18.5666;18.9216;19.3881;20.073;21.2053;22.0225;22.6376;23.0517;23.8086;24.902;25.8976;26.6745;26.7534;26.5385;26.5707;26.725;27;28.2309;29.1681;29.9958;29.4414;29.9229;29.7357;28.7348;28.217;27.3706;27.3632;27.2685;27.5811;24.4731;22.2717;24.2575;25.5649;26.5616;28.4939;31.4515;34.1194;37.0535;40.3017;43.4908;39.5652;41.9094;41.9094;42.0242;41.9094;41.9094;41.9094;26.856975862069;8.05839057786181;0.90790820869306;0.900657000406892;0.78543685024782;0;6.29172875367473e-22;0;0.433252299363249;0.82429731541224;0.82429731541224;16.03564;0.19357620721566;17.28708;0.501267310923024;19.01952;0.744885975837913;22.54514;0.991187022211246;26.1532;0.776415259381214;27.53894;1.12064872863891;29.56612;0.511693821537841;27.56008;0.384600126105023;24.62576;1.60701426813828;34.284;4.62218159963453;41.7798;1.40759527563856;41.9094;0
"165";"industryNettoDemand_km3";"Rwanda";"AFR";"RWA";0.00490289;0.00490289;0.00491633;0.00490528;0.00490424;0.00492284;0.00497166;0.00503251;0.00474593;0.0051485;0.00510614;0.00521127;0.00539497;0.00537043;0.00548044;0.00570902;0.00591457;0.0069618;0.00720261;0.00746606;0.00751733;0.0079718;0.00814136;0.00835236;0.00844552;0.00851002;0.00852803;0.00861825;0.00882989;0.00896698;0.00914369;0.00909659;0.00928078;0.00858154;0.00888158;0.00902672;0.00691701;0.00811425;0.00817038;0.00868809;0.00862368;0.00831173;0.0071032;0.00772321;0.00762605;0.00783824;0.00809189;0.00855985;0.0089747;0.00941104;0.00998525;0.0102205;0.0103432;0.0103432;0.0103715;0.0103432;0.0103432;0.0103432;0.00764671362068966;0.00183748846220767;0.885985079428077;0.852408617194114;0.724738484695438;0;2.10292070752158e-17;1.11022302462516e-15;9.64054640253461e-05;0.784969560969175;0.784969560969175;0.004906326;5.68193892962607e-06;0.004964288;0.000148358351197363;0.00531265;0.000150990793924663;0.006650812;0.000789754443526594;0.008085674;0.000367319236877134;0.008690634;0.00020003766302874;0.008996836;0.000272899187485049;0.00818329;0.000802277295110612;0.007877574;0.000598312889406538;0.008575144;0.000639367453058099;0.01025273;0.000160515013316512;0.0103432;0
"166";"industryNettoDemand_km3";"Saudi Arabia";"MENA";"SAU";0.0319903;0.0319903;0.032078;0.0328549;0.0321138;0.0328828;0.0336951;0.0342664;0.0349266;0.035422;0.0373463;0.0377282;0.0385314;0.0361221;0.0387282;0.043737;0.0352942;0.035267;0.0383621;0.0396206;0.0404856;0.0444716;0.049439;0.0506245;0.0474209;0.0444856;0.072837;0.0689489;0.0648259;0.0641865;0.0640682;0.0649063;0.0680931;0.069873;0.070374;0.0693828;0.0693549;0.0703063;0.0722664;0.0761187;0.0732762;0.0740667;0.0771287;0.0758379;0.0767452;0.0787876;0.08159;0.0864072;0.0891032;0.0904563;0.0921355;0.0854806;0.0888495;0.0888495;0.0890929;0.0888495;0.0888495;0.0888495;0.0598238275862069;0.0212484946731366;0.970197425933119;0.978814457907183;0.89347994093106;0;2.90623197226201e-40;0;0.00122078421975452;0.941283045287247;0.941283045287247;0.03220546;0.000367085675285757;0.03423858;0.00100101676909031;0.03769124;0.00104447413227901;0.03845618;0.00351499542844653;0.04648832;0.00408607421212586;0.06305678;0.010950622822333;0.06746292;0.00286096263991685;0.07148582;0.00284726460080548;0.07541094;0.0016790875537029;0.08526886;0.00496105475257026;0.0888816;0.00235591673876646;0.0888495;0
"167";"industryNettoDemand_km3";"Senegal";"AFR";"SEN";0.0149364;0.0149364;0.0149773;0.0151012;0.0150773;0.0151283;0.0152676;0.0151383;0.0151497;0.0149993;0.0151067;0.0146322;0.0146744;0.0279024;0.0171205;0.0302712;0.0310886;0.0337565;0.0336777;0.0337017;0.0345933;0.0367389;0.0373565;0.0359801;0.0354185;0.0339586;0.033441;0.0339877;0.03741;0.0392239;0.0386873;0.0381431;0.0395486;0.0389608;0.0394507;0.0384317;0.0339742;0.0361082;0.0362171;0.0351473;0.0357834;0.035694;0.0343678;0.0346651;0.0354285;0.037777;0.0393674;0.0401124;0.0407196;0.0428904;0.0444602;0.0437827;0.0436144;0.0436144;0.0437339;0.0436144;0.0436144;0.0436144;0.0321082;0.0102768665069029;0.879746291159883;0.8929643372671;0.725952452006486;0;4.57063301741883e-21;1.11022302462516e-15;0.000535388181734285;0.773953536809571;0.773953536809571;0.01500572;7.85148839392886e-05;0.01513664;9.52046112328596e-05;0.01788724;0.00569078968623863;0.03249914;0.00168593061334089;0.03601746;0.0010841914443492;0.03560424;0.00256727713599448;0.0389581;0.000576391780822732;0.0359757;0.00164316881512521;0.03518776;0.000635320700906244;0.04017336;0.0018759339935083;0.04384112;0.000353897226606822;0.0436144;0
"168";"industryNettoDemand_km3";"Singapore";"Other";"SGP";0.0153787;0.0153787;0.0154208;0.015182;0.0151014;0.0153924;0.015889;0.0169324;0.0172689;0.013177;0.0140279;0.0146438;0.0149271;0.0164227;0.0171206;0.0191385;0.0219141;0.0229259;0.0241522;0.0256172;0.026501;0.0265152;0.0292826;0.0308578;0.0309286;0.0298444;0.0299364;0.0298072;0.0289562;0.0283817;0.0295762;0.0307419;0.0319803;0.0330165;0.0337278;0.0350438;0.0361821;0.0376723;0.0389847;0.0383501;0.0298473;0.0334456;0.0350411;0.0346753;0.0366996;0.038641;0.0396619;0.0408793;0.043882;0.0461014;0.0483583;0.0491235;0.0530977;0.0530977;0.0532432;0.0530977;0.0530977;0.0530977;0.0306445879310345;0.012229418465956;0.965013586761083;0.963552214237835;0.860702823532773;0;9.4067073949949e-34;0;0.000698859469685311;0.931251222633487;0.931251222633487;0.01529232;0.000141466487197499;0.01573194;0.00161794807642273;0.01542842;0.00129233049449435;0.02274958;0.00244742730576416;0.02881704;0.0022080897735373;0.02938518;0.000686262218106169;0.03180854;0.00168027457369324;0.0372466;0.00161287107668282;0.03394178;0.00256724990349596;0.04183312;0.00309150943666682;0.05138408;0.00242872809964393;0.0530977;0
