"FID";"total_evaporation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"47";"total_evaporation_km3";"Czech Republic";"ECA";"CZE";26.8205;25.9353;25.5795;25.7728;23.873;26.5645;25.0298;24.8424;27.9623;26.9993;27.0241;25.8443;25.8337;25.8488;25.6227;24.5752;25.8259;26.8352;25.1039;26.027;24.4079;26.1421;24.956;26.3709;26.9396;27.7316;25.4867;26.0861;27.71;27.0364;27.2958;27.0679;26.2206;25.1615;27.7886;26.2016;26.4008;27.5661;25.5175;26.7504;26.9171;26.4761;27.2157;26.2378;28.5811;27.1229;25.9026;28.0786;28.2606;28.19;27.3603;27.8347;27.5461;29.8377;28.9675;28.7655;29.5258;27.3306;26.6708448275862;1.26706112761505;0.641134061641283;0.640591836106924;0.462794918330309;5.90119699772629e-08;1.44510109050562e-07;2.87275427224287e-07;0.0481057553292926;0.411052884996642;0.411052884996642;25.59622;1.07410241457693;26.27966;1.32835982060585;26.03472;0.561219281564702;25.67344;0.870120958832737;25.7633;1.04704242273176;26.81016;0.998218098914261;26.70688;1.03343455864414;26.48728;0.752105349668516;27.08556;0.918163056324964;27.51094;1.01028251890251;28.30926;1.05801160107061;28.5406333333333;1.11474190884408
"48";"total_evaporation_km3";"Germany";"Other";"DEU";117.698;116.651;115.651;119.123;108.041;114.247;116.135;110.701;119.657;122.139;116.304;118.727;114.523;119.054;114.953;115.404;117.349;118.853;114.106;115.97;112.907;116.829;115.148;117.955;122.36;123.056;115.877;119.22;124.666;116.752;119.314;123.486;127.687;118.03;128.85;122.247;128.365;123.945;115.845;126.007;121.168;125.396;125.021;121.42;126.447;127.979;123.979;127.59;131.694;132.695;125.548;130.909;123.425;136.604;133.642;130.224;137.43;132.383;121.679068965517;6.59218529606203;0.81592506877632;0.802331662001292;0.603145795523291;5.99520433297585e-15;0;2.26454410778842e-11;0.318515303454424;0.665733717857638;0.665733717857638;115.4328;4.32778918155679;116.5758;4.48814763571788;116.7122;2.09746601879506;116.3364;1.82598858156342;117.0398;3.53006723731999;119.9142;3.84808123614874;123.4734;4.83718986602759;123.2818;4.74558417900263;123.8904;2.42876662114745;128.7874;3.49734360622458;130.0256;5.49433601993908;133.345666666667;3.69819609179035
"49";"total_evaporation_km3";"Djibouti";"MENA";"DJI";3.13163;2.69969;3.21514;4.01217;4.51438;4.35538;4.78153;2.95;2.25096;4.92345;5.32772;2.71963;4.43234;2.12939;5.17236;1.9292;3.74146;2.55549;2.7787;4.46398;3.48448;2.90683;2.32158;2.72537;4.4908;5.49712;2.58088;3.37123;3.83829;3.11919;2.23402;4.6931;5.5703;3.38236;4.55734;5.34239;4.54608;4.55864;2.48862;3.29976;4.0936;4.64325;5.28789;5.8081;4.79425;5.29417;5.06952;4.90462;5.36148;5.19041;4.41663;4.22103;5.93479;5.37577;5.68801;6.5055;5.8296;4.22937;4.133465;1.18076488925128;0.529581985081897;0.529730228552093;0.380520266182698;1.91454246722955e-05;2.5487615102943e-05;2.45036848198765e-05;0.0370294493832474;0.280457078923282;0.280457078923282;3.514602;0.732727195803459;3.852264;1.18768212086821;3.956288;1.45371607078893;3.093766;1.00526309097669;3.185812;0.840971312810372;3.681342;1.11185468442148;4.087424;1.29603311365104;4.047098;1.13752004181025;4.925418;0.651778043792517;5.16404;0.182239206950645;5.127246;0.767227197823435;5.52149;1.16892718904986
"5";"total_evaporation_km3";"Netherlands Antilles (Neth.)";"Other";"ANT";0.268465;0.260133;0.27323;0.307008;0.277845;0.33404;0.303159;0.271784;0.434945;0.429126;0.358673;0.393308;0.40132;0.441116;0.354655;0.392141;0.411915;0.363127;0.360905;0.347237;0.314949;0.433586;0.417568;0.556656;0.372652;0.354052;0.3864;0.467631;0.427761;0.360864;0.466566;0.512254;0.470571;0.320582;0.377427;0.390989;0.323545;0.454183;0.399291;0.34034;0.338168;0.501955;0.517731;0.311426;0.310782;0.341136;0.503123;0.574118;0.39718;0.399186;0.458992;0.369705;0.486921;0.697347;0.499245;0.467573;0.365999;0.356122;0.397046689655172;0.0848290413452322;0.468218534856206;0.437263527023286;0.303085299455535;0.000210175827863646;0.000673603213216136;0.000777449531236929;0.00235203500569073;0.219228596382895;0.219228596382895;0.2773362;0.0178338424827629;0.3546108;0.0740554235940893;0.3898144;0.0352930886902804;0.375065;0.0263008141699074;0.4190822;0.0896363350946479;0.3993416;0.0478807451623301;0.42948;0.0782362862839233;0.3816696;0.0518222034826772;0.3960124;0.104647392276635;0.4429486;0.0938111205231022;0.502442;0.120152085857883;0.396564666666667;0.0616930006915966
"50";"total_evaporation_km3";"Dominica";"LCR";"DMA";0.660437;0.656904;0.668034;0.656453;0.660708;0.665486;0.653422;0.653547;0.656892;0.655792;0.657996;0.67361;0.654068;0.644641;0.658016;0.656658;0.640751;0.651712;0.645301;0.652213;0.65146;0.656528;0.656536;0.664867;0.649609;0.638259;0.641671;0.634977;0.643321;0.662137;0.650731;0.623304;0.635031;0.642838;0.651798;0.651942;0.6126;0.643777;0.654412;0.648686;0.676523;0.655846;0.627894;0.625207;0.64175;0.639209;0.673162;0.672121;0.655777;0.645972;0.649776;0.647754;0.675156;0.772108;0.771656;0.782349;0.753348;0.752873;0.661303551724138;0.0350639347769348;0.380914257282519;-0.00322987480390046;-0.0369026013309135;0.00317883160671317;0.980923718380054;0.68240233002408;0.000790930819157761;0.145095671401091;0.145095671401091;0.6605072;0.00463997723054759;0.6570278;0.00495491051382365;0.6576662;0.0104527360628689;0.649327;0.00627529349911221;0.6558;0.00592550103366794;0.644073;0.0105969690949818;0.6407404;0.0118649465359099;0.6422834;0.0170639961263474;0.645444;0.0212443530732287;0.6572482;0.015241219298337;0.70329;0.0635400356625647;0.762856666666667;0.0168825264795685
"51";"total_evaporation_km3";"Denmark";"Other";"DNK";13.9555;13.7845;13.2111;15.2647;13.5306;14.2784;15.2081;14.1684;13.9591;13.4681;15.3837;14.6829;13.3611;15.0301;14.7553;14.2152;13.4314;13.6934;12.9097;13.6152;13.9092;14.1939;14.7456;14.7428;15.0247;14.5458;14.3052;14.429;14.7659;14.013;15.4405;15.807;16.2056;14.8425;15.3469;13.7834;15.1034;14.9173;13.2869;15.7581;14.6806;16.4261;15.0703;15.0594;17.26;17.3189;16.3341;16.0277;17.2586;17.3736;16.7482;16.8728;15.8446;18.1488;17.5591;17.0003;18.5291;17.7227;15.1432431034483;1.39444339673792;0.773415503375662;0.743025008459196;0.560798548094374;1.11111120304486e-12;0;5.02560437709576e-10;0.063865215786397;0.598171540861826;0.598171540861826;13.94928;0.787039320491676;14.21642;0.635565312930151;14.64262;0.767455713380257;13.57298;0.471358485656087;14.52324;0.45678842257658;14.41178;0.280197987144805;15.5285;0.511699428375683;14.56982;1.01017318663683;15.69928;1.0962305218338;16.86258;0.632952792078525;17.0347;0.871901089573812;17.7507;0.764784518671763
"52";"total_evaporation_km3";"Dominican Republic";"LCR";"DOM";48.2217;41.4411;49.8463;46.559;45.4994;46.6404;45.6428;40.4958;48.0264;41.4256;39.153;48.8825;48.3352;47.6279;46.662;43.6985;44.246;38.7233;44.2096;39.6181;48.1575;50.7371;53.1325;53.2223;51.3945;50.5803;48.9412;47.4634;49.5552;50.9315;53.2188;50.2495;43.782;44.8016;48.8699;50.1895;49.9374;49.3359;49.4294;44.4276;52.9974;49.9408;49.7488;40.1074;45.192;48.2411;50.6894;49.8428;48.3527;44.8321;45.0782;43.8134;47.168;54.0475;57.3318;51.6271;46.3672;44.4743;47.4683396551724;3.9932317290741;0.293200160758263;0.265311144606109;0.166364186327889;0.025504287986156;0.0444360328618563;0.0650817541888036;0.0693328955058586;0.0859663342686694;0.0859663342686694;46.3135;3.18532627449685;44.4462;3.30884729777607;46.13212;3.98887196548097;42.0991;2.70059515940468;51.32878;2.0766707134257;49.49432;1.385561534902;48.18436;3.90205693231147;48.66396;2.39442422786774;47.59728;5.02906787108705;48.39162;2.24053955488405;49.48778;5.90220424180661;47.4895333333333;3.70612480137047
"53";"total_evaporation_km3";"Algeria";"MENA";"DZA";134.181;142.297;139.472;108.787;139.674;147.381;125.196;129.489;125.43;135.263;132.271;130.62;104.338;127.963;147.395;113.956;147.131;132.144;180.396;123.818;112.1;167.29;155.583;133.577;154.826;116.786;111.216;143.931;164.362;145.874;176.192;139.434;173.916;182.289;170.736;142.425;195.056;159.721;207.878;169.388;138.366;150.147;130.608;105.873;140.97;176.289;184.232;180.84;192.87;142.106;168.538;185.997;163.444;174.136;164.77;138.12;148.422;192.509;149.448603448276;25.158215826581;0.533641184861583;0.545910363284014;0.35632183908046;1.60668319864055e-05;1.30901367110364e-05;7.78241176389027e-05;0.795023193577155;0.284772914180473;0.284772914180473;132.8822;13.7882016122481;132.5518;9.23937701904192;128.5174;15.4905210144785;139.489;25.9000297683227;144.6752;21.8961281897051;136.4338;22.0640160714227;168.5134;16.7963358742316;174.8936;26.5010491547033;133.1928;16.7909529122084;175.2674;19.5063551644073;171.377;9.16516966564177;159.683666666667;28.8904773642343
"54";"total_evaporation_km3";"Ecuador";"LCR";"ECU";235.291;234.923;229.331;232.312;226.914;225.676;222.594;237.479;223.468;217.266;220.512;234.132;219.649;211.713;224.919;221.974;213.888;217.505;223.857;229.613;226.08;200.183;198.061;192.722;191.761;219.909;202.585;207.751;204.94;217.576;201.172;197.874;203.929;204.544;210.767;197.386;198.195;199.932;186.167;199.811;207.369;187.242;189.814;194.248;191.683;188.476;192.778;188.107;193.136;178.628;189.622;192.894;202.435;208.562;214.94;206.583;204.74;214.242;208.790689655172;15.1811108984989;-0.742937307871512;-0.721246424067182;-0.530550514216576;2.43249537207871e-11;0;4.03130609512277e-09;-0.667892152942258;0.551955843427373;0.551955843427373;231.7542;3.61112249861453;225.2966;7.47818786872864;222.185;8.20211213651704;221.3674;6.02941848771504;201.7614;14.0472182762282;210.5522;7.74117657078043;203.6572;4.77051272925668;196.2982;5.76555805625093;194.0712;7.86333209905318;188.225;5.85292798520536;201.6906;10.5634765489397;208.521666666667;5.03893067359864
"55";"total_evaporation_km3";"Egypt, Arab Rep.";"MENA";"EGY";49.4725;51.1469;54.7817;60.5386;57.7465;66.4938;49.8893;59.1881;67.6762;62.6884;58.7226;69.2402;52.8074;69.8526;88.0975;86.4574;97.0047;81.5858;80.5829;78.3497;81.4376;74.4338;71.0221;73.2393;82.8179;71.7979;77.4624;78.9052;78.2929;72.5984;80.2166;78.3501;74.773;82.9215;76.8505;84.3398;83.3766;79.8147;77.8556;83.0792;80.076;76.845;78.1086;75.8119;72.6982;72.7391;71.4717;75.6514;68.6322;81.2086;74.9992;69.0393;72.1192;80.8243;80.5345;87.5106;93.8571;83.3722;74.1621896551724;10.5170445491766;0.566822720096932;0.485250238395521;0.323653962492438;3.50777111535194e-06;0.000137105342276782;0.000332238641040927;0.35301371927774;0.321287996018093;0.321287996018093;54.73724;4.56402861713202;61.18716;7.14422268710879;67.74406;13.4669730094777;84.7961;7.44014423482502;76.59014;5.22407559794075;75.81136;3.34988033114617;78.62234;3.12471565474364;81.69318;2.73930917970206;76.70794;2.74797036883588;73.9406;4.78196718568834;75.5033;5.17483236588394;88.2466333333333;5.28105962883713
"56";"total_evaporation_km3";"Eritrea";"AFR";"ERI";31.3025;31.8646;30.2571;37.459;32.2464;26.0454;29.9601;26.6011;23.3649;26.8918;26.5206;27.767;19.5477;22.4356;21.9106;23.0841;32.3364;32.0918;28.1014;30.6321;36.7352;37.6896;36.2528;29.86;36.3415;25.006;30.4461;27.1376;25.7367;26.829;31.2933;23.8483;16.8504;25.1894;33.6791;28.3881;28.1214;28.2401;24.3524;29.0839;33.0695;28.1865;32.8647;30.872;28.9274;32.8266;27.9907;38.4794;31.8323;36.903;29.8819;22.7533;27.8817;26.1216;23.6466;27.7629;32.5884;35.6585;29.1335879310345;4.70963011007355;0.0784079266110516;0.0834538127903042;0.0490018148820327;0.558520892093991;0.532408221556277;0.586891006027419;0.0218674121012633;0.0061478029554436;0.0061478029554436;32.62592;2.8037945069138;26.57266;2.35293095160058;23.6363;3.41021406659465;29.24916;3.83567118807126;35.37582;3.13557785455887;27.03108;2.09110694537606;26.1721;6.6302634762881;27.63718;1.8738090076099;30.78402;2.2223037904391;33.6064;4.18046964765922;26.05702;2.94482703685632;32.0032666666667;3.98018976976392
"57";"total_evaporation_km3";"Spain";"Other";"ESP";206.116;259.033;248.706;229.768;246.15;250.136;219.367;195.119;236.7;200.853;216.708;271.111;204.573;257.199;246.062;215.414;222.294;215.815;229.515;249.767;222.386;240.665;217.241;183.487;211.484;187.621;237.761;207.137;212.248;223.71;251.078;218.582;229.187;213.652;212.031;211.426;192.417;174.322;255.716;261.55;234.138;205.28;207.444;233.262;235.477;241.993;246.388;174.21;226.865;242.971;232.819;206.768;270.037;240.421;186.954;258.022;229.379;217.626;225.416568965517;23.3194475726088;-0.0514490377383908;-0.0348518871697069;-0.0332728372655777;0.701312845723463;0.794617788578422;0.712173024550977;-0.0710470638899919;0.00264700348420591;0.00264700348420591;237.9546;20.6626051068107;220.435;23.3034054914727;239.1306;27.8130278700468;226.561;14.1878818538921;215.0526;20.758642135265;213.6954;18.7378442543426;224.906;16.091237227137;219.0862;38.4664628371261;223.1202;15.3374909356126;226.4854;30.1713261773492;227.3998;31.9311137873391;235.009;20.7781587009051
"58";"total_evaporation_km3";"Estonia";"ECA";"EST";16.6997;17.7483;18.0288;18.0803;17.0484;17.4431;16.2554;17.5845;17.8109;17.9891;17.4415;17.2805;17.5972;16.9223;19.0411;18.3636;17.9178;18.993;16.1799;17.1771;18.461;18.4331;17.4363;19.08;18.8023;18.3907;18.2462;18.3004;18.3872;17.6077;18.3993;18.4849;17.9411;18.1285;17.8251;18.2566;18.7948;19.6091;17.8562;19.3397;18.946;18.2285;18.5685;20.3875;18.419;17.7992;18.3769;18.6834;17.4051;18.8883;18.5447;18.9775;19.3768;21.1441;20.6239;20.3211;20.8835;19.6084;18.3545706896552;1.03549006009929;0.675929056106238;0.662308899074103;0.473684210526316;5.81549497447043e-09;4.23690972476748e-08;1.50168320667277e-07;0.0414474360946198;0.456880088888673;0.456880088888673;17.5211;0.616487432961938;17.4166;0.682001986800624;17.65652;0.813523860744109;17.72628;1.08861448961513;18.44254;0.622240173084316;18.18644;0.329213020702401;18.15578;0.284518421196239;18.77128;0.729359950230338;18.9099;0.866955549610243;18.23058;0.617769582449638;19.7334;1.10618949552055;20.271;0.639024655236401
"59";"total_evaporation_km3";"Ethiopia";"AFR";"ETH";609.898;598.775;602.397;646.985;651.983;680.383;634.042;617.672;661.158;675.567;709.012;661.521;607.811;611.287;664.841;577.517;599.208;605.996;684.281;685.021;648.75;644.289;572.956;595.57;669.431;654.598;539.94;590.449;558.67;599.892;586.352;645.489;624.199;608.606;601.231;630.838;590.832;602.021;615.989;636.516;660.331;588.304;614.37;614.372;609.528;616.241;639.342;642.314;651.671;664.468;626.289;601.278;674.211;695.628;697.949;745.854;740.427;705.59;634.31275862069;42.8538996220636;0.213150125797267;0.154511058476114;0.131276467029643;0.108166876028692;0.246115616149223;0.14549411533621;0.540911932080346;0.0454329761273911;0.0454329761273911;622.0076;25.4625551702888;653.7644;27.0656745399039;650.8944;42.1604471015192;630.4046;50.6253974433781;626.1992;40.2422483678534;588.7098;44.0176222915323;613.1754;22.63145707417;615.2392;19.1508433417435;617.381;26.3152248707854;642.8072;17.7888381211365;659.071;43.2776590921921;730.623666666667;21.8489457945534
"6";"total_evaporation_km3";"United Arab Emirates";"MENA";"ARE";4.98692;5.60439;5.1522;6.26097;1.86236;4.59758;6.77652;6.01816;5.67788;2.63825;7.30155;5.03715;2.71007;2.2937;9.29983;2.9366;3.93698;6.5437;11.7315;6.01355;4.65837;4.68886;6.41362;5.28848;9.62213;8.35416;2.74393;2.56507;5.64223;8.49331;7.89947;5.91662;6.41296;4.07763;7.64155;7.80476;3.39359;9.20916;9.12435;9.59312;5.62774;4.92314;3.23781;5.64009;6.889;8.15978;5.73052;9.94387;8.82712;8.14091;6.47912;7.20857;7.33498;6.37041;5.89204;9.22214;10.0406;6.69398;6.26353534482759;2.26421747441968;0.391524421002177;0.42569749915408;0.282516636418633;0.00237218189238031;0.000958065580118485;0.00173248024667472;0.0524961693684821;0.153291372241089;0.153291372241089;4.773368;1.70048838513234;5.141678;1.60402899216941;5.32846;2.99230094537632;6.232466;3.41013762248388;6.134292;2.07521416978345;5.55974;2.88609836311932;6.389646;1.53431965865331;7.824996;2.56750179688934;5.263556;1.33566518500334;8.16044;1.54353311028627;6.657024;0.604736567961621;8.65224;1.74457899322444
"60";"total_evaporation_km3";"Finland";"Other";"FIN";133.616;145.469;150.14;146.003;126.262;145.293;137.298;140.371;139.72;149.119;136.309;146.977;149.613;140.579;148.06;149.787;144.785;149.978;139.086;135.488;138.945;141.446;143.804;139.375;143.67;144.602;142.491;139.276;143.598;135.495;148.709;152.841;144.345;137.104;146.023;139.729;147.926;146.914;143.889;152.629;135.769;148.138;143.154;145.044;156.37;144.889;142.226;148.802;153.643;145.015;136.629;144.865;146.912;167.49;147.422;160.372;161.725;150.235;144.921793103448;7.06377347533376;0.437796974058817;0.343750961272263;0.248638838475499;0.000588608041772076;0.00853759958971061;0.00583375242929995;0.183130271617092;0.19166619049506;0.19166619049506;140.298;9.97258304051662;142.3602;4.76539963696645;144.3076;5.63989209116628;143.8248;6.44767676764275;141.448;2.29403367455667;141.0924;3.71421597379582;145.8044;5.82719991076331;146.2174;4.79671661660348;145.695;7.50549518686142;146.915;4.43080551367356;148.6636;11.3831450970283;157.444;6.27972236647449
"61";"total_evaporation_km3";"Fiji";"EAP";"FJI";24.8659;25.0191;24.9437;25.4006;25.0032;24.8848;25.5152;24.1153;24.1146;24.6646;25.1099;24.4165;24.9699;25.0587;24.4459;25.2787;24.9461;25.2312;24.7891;23.9203;24.1372;27.3164;27.4667;27.3163;26.5687;27.2029;26.8043;27.3511;26.9726;27.0886;27.6917;27.5452;27.2431;26.9375;27.621;27.0877;27.469;28.0382;27.5141;27.0563;28.3497;26.0621;26.5302;27.7366;26.9005;27.8319;28.1897;28.2681;28.4594;26.8703;27.3088;26.4822;27.7287;30.856;30.3463;31.9702;32.5652;30.5915;26.7615396551724;1.92288111107974;0.823656447542297;0.80430034759605;0.591046581972172;1.99840144432528e-15;0;5.61277690991346e-11;0.0937884062874886;0.678409943577994;0.678409943577994;25.0465;0.206879590583509;24.6589;0.586531422858145;24.80018;0.340693633635852;24.83308;0.548851484465515;26.56106;1.39966651849646;27.0839;0.209846837002609;27.4077;0.313544390796583;27.43306;0.398520768593055;27.11582;0.922966276198647;27.92388;0.631351821095021;28.5444;1.93875481043891;31.7089666666667;1.01245003004263
"62";"total_evaporation_km3";"France";"Other";"FRA";261.028;261.866;261.714;241.942;230.843;257.233;238.846;252.56;257.268;240.803;260.457;261.776;249.187;272.381;257.298;256.343;258.664;255.599;229.947;270.624;244.277;253.751;258.898;261.886;266.657;270.717;258.692;256.588;252.081;260.498;263.5;247.129;247.388;249.69;276.755;274.343;278.477;270.049;261.729;276.252;259.499;276.28;285.188;276.356;272.541;250.861;264.084;246.384;272.846;279.277;282.47;274.042;268.588;270.218;281.569;295.343;307.118;276.934;262.850586206897;14.7161889577365;0.62822861158158;0.618013473192039;0.436176648517846;1.29633072498692e-07;4.65176286006559e-07;1.32173282052506e-06;0.547474237903341;0.394671188409715;0.394671188409715;251.4786;14.3232962267769;249.342;8.92364020453536;260.2198;8.37604320070042;254.2354;14.8696542091604;257.0938;8.56037071043072;259.7152;6.90578936110854;256.8924;12.9972633773422;272.17;6.60825287046433;273.9728;9.33172629795794;262.6904;14.0180866847084;275.3774;6.38630447128854;293.131666666667;15.2130194351198
"63";"total_evaporation_km3";"Faroe Islands (Den.)";"Other";"FRO";0.353518;0.379405;0.365223;0.383783;0.36879;0.369446;0.381864;0.357379;0.365348;0.380962;0.340493;0.365756;0.361831;0.361956;0.368253;0.358049;0.374957;0.344678;0.357073;0.357537;0.347674;0.369742;0.360547;0.376058;0.38206;0.366615;0.365365;0.369239;0.379809;0.385088;0.383672;0.390114;0.389869;0.373554;0.377191;0.36591;0.367044;0.359082;0.376323;0.379227;0.371911;0.380845;0.354742;0.365238;0.388425;0.411012;0.389806;0.371851;0.382559;0.356864;0.375164;0.384039;0.368568;0.369459;0.358617;0.365113;0.351322;0.350129;0.369933586206897;0.0131561189633056;0.153996585246752;0.127257067273678;0.088929219600726;0.248429225397387;0.340176335170314;0.324096834946032;0.000119974653172971;0.0237149482676617;0.0237149482676617;0.3701438;0.0119818808498499;0.3709998;0.0104541809913546;0.3596578;0.0110494297002153;0.3584588;0.0107823831410315;0.3672162;0.0135210142075216;0.3732232;0.00873841668724946;0.38288;0.00743544110998131;0.3695172;0.00819483280488381;0.3722322;0.0131464462384327;0.3824184;0.020229234199544;0.3711694;0.0093386151168147;0.355521333333333;0.00832801683075469
"64";"total_evaporation_km3";"Micronesia, Federated States of";"EAP";"FSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"total_evaporation_km3";"Gabon";"AFR";"GAB";191.913;188.026;193.892;192.437;189.543;196.007;198.618;197.857;197.04;191.948;189.968;193.363;184.582;190.147;191.659;185.841;189.538;186.931;183.649;178.975;183.993;204.349;205.773;203.225;197.045;214.156;212.697;205.691;209.503;215.624;206.632;220.336;217.734;214.522;221.196;223.982;220.284;227.975;224.999;220.564;227.063;218.46;225.271;224.83;221.255;228.332;226.283;225.807;220.577;216.266;223.722;223.203;228.469;252.98;252.677;260.317;250.425;263.025;211.227172413793;20.3116606256914;0.8872882407076;0.883170814236058;0.683000604960678;0;0;3.64153152077051e-14;1.06723676520347;0.787280422097983;0.787280422097983;191.1622;2.3504352150187;196.294;2.61584336304756;189.9438;3.29482984386144;184.9868;3.97348841699583;198.877;8.96231532585191;211.5342;3.97558683718517;216.084;5.88886016135551;223.5608;3.21905338570208;223.3758;3.46283145705938;223.453;4.93151097535025;236.2102;15.308904784471;257.922333333333;6.63255767659303
"66";"total_evaporation_km3";"United Kingdom";"Other";"GBR";68.8811;73.2376;72.5481;71.037;68.5161;70.2216;69.7805;70.8277;70.6543;72.3927;70.705;70.9013;71.3724;73.5649;70.943;73.4743;73.0055;73.3109;68.9841;72.246;69.7486;71.5182;74.2988;72.4162;75.4961;73.6217;73.6348;73.9236;73.4338;73.0427;76.1003;77.6357;77.0519;75.2211;79.3236;75.7482;76.4383;75.9437;75.7731;80.8412;78.5852;81.4344;79.0951;77.3776;78.8164;80.7981;80.8429;79.9954;82.2437;80.5389;81.0214;80.6288;77.3651;82.8926;82.4114;82.6529;85.3638;84.8444;75.5986862068965;4.48185123888843;0.918196645376587;0.919222369190071;0.756805807622505;0;0;0;0.243693395675042;0.843085079580817;0.843085079580817;70.84398;2.11793658946627;70.77536;0.991158442429869;71.49732;1.18118304550988;72.20416;1.86083394154342;72.69558;2.26727780653364;73.53132;0.324430234411035;77.06652;1.56186953744543;76.9489;2.19347468756765;79.06174;1.47937807811255;80.8838;0.831648345155572;80.86386;2.16979605216712;84.2870333333333;1.43883213174203
"67";"total_evaporation_km3";"Georgia";"ECA";"GEO";23.6243;24.481;23.8005;21.927;22.539;24.1787;24.5278;23.8791;23.2597;23.9423;24.3776;22.7839;24.2117;22.4293;25.3169;22.3464;23.9517;23.5413;23.5118;24.2026;23.3994;24.5335;24.2149;24.5848;25.6112;25.4506;23.9207;23.9401;23.5738;24.248;26.0637;24.1613;23.1787;22.3656;23.7161;24.7929;22.7154;24.0311;23.1333;23.4966;23.5681;24.1596;22.2911;24.6394;26.689;24.9259;26.137;24.4105;23.1818;25.4741;24.8507;25.6198;26.0252;26.9011;26.3614;26.8906;26.8083;26.2451;24.2955689655172;1.2611695275678;0.536552858414509;0.477313974591652;0.338173018753781;1.41485218305704e-05;0.000181134283845198;0.000177000975414954;0.0400715924820815;0.287888969872778;0.287888969872778;23.27436;1.02608414518498;23.95752;0.465691412847607;23.82388;1.19504505019685;23.51076;0.712344483378653;24.46876;0.795424636907859;24.22664;0.724644542517227;23.89708;1.38368249681782;23.63386;0.80841553856912;24.26944;1.61314233500953;24.82586;1.12079976043895;25.95164;0.774108405199168;26.648;0.351339764330768
"68";"total_evaporation_km3";"Ghana";"AFR";"GHA";190.588;200.65;200.984;186.714;194.741;209.454;199.954;194.741;201.286;203.636;211.613;212.542;192.94;207.131;201.595;201.338;197.339;205.26;201.008;199.239;201.73;216.772;209.797;211.696;215.143;188.883;205.505;210.877;217.741;205.903;214.452;210.825;213.592;221.252;204.356;209.051;213.685;212.931;218.679;223.723;213.838;223.346;221.799;207.586;213.86;227.93;220.222;222.596;219.691;214.466;222.419;228.67;220.266;236.462;234.123;233.381;238.4;225.722;211.450396551724;11.9871162210153;0.831183189389275;0.847409139248455;0.660816974273015;6.66133814775094e-16;4.98294619832248e-17;2.38475905689484e-13;0.590013688517023;0.69086549432333;0.69086549432333;194.7354;6.2364114521093;201.8142;5.37249934388083;205.1642;8.09409523665246;200.8368;2.94248104496868;211.0276;5.88092571794611;205.7818;10.6611945484547;212.8954;6.12268174903776;215.6138;5.68204639192607;216.0858;6.47310877399723;220.981;4.8883082963332;228.388;7.06673669383542;232.501;6.38464728861352
"69";"total_evaporation_km3";"Gibraltar (U.K.)";"Other";"GIB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
