"FID";"total_runoff_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"116";"total_runoff_km3";"Latvia";"ECA";"LVA";13.1788;12.3681;9.00281;14.0012;15.9992;11.8646;6.5773;7.92719;11.9724;12.9923;11.6852;7.42084;9.6471;10.5394;8.11248;8.97628;10.9419;12.1082;5.34939;9.78035;18.3033;16.3707;16.6544;22.2756;16.2005;14.8143;11.3812;13.8024;16.9283;14.6824;14.395;13.1185;21.5719;18.6252;15.9643;11.4247;13.4798;13.8949;6.03667;12.0145;17.838;15.6805;10.8706;14.8087;15.1076;6.99925;12.1697;13.2858;7.90438;15.1065;16.4361;14.9331;18.6885;16.1854;13.163;13.1106;10.3523;10.2678;13.0222662068966;3.71160005895874;0.219125416120255;0.24021040327294;0.140955837870538;0.0984053225001702;0.0694969662884493;0.118061833955603;0.0481620037528061;0.0480159479898741;0.0480159479898741;12.910022;2.56738762284155;10.266758;2.82739153829462;9.481004;1.74093391789579;9.431224;2.57092270849009;17.9609;2.55286898900042;14.32172;2.00520170731026;16.73498;3.39547892012305;11.370114;3.1499665559304;14.86108;2.52591311350965;11.093126;3.50006869459444;15.88122;2.03524505821781;11.2435666666667;1.61745020428245
"117";"total_runoff_km3";"Macao";"EAP";"MAC";0.106962;0.184844;0.130651;0.152169;0.0953228;0.0634624;0.130866;0.16837;0.179819;0.105554;0.151694;0.136346;0.163852;0.0903273;0.130197;0.152008;0.108448;0.235231;0.181993;0.106079;0.199315;0.165355;0.12585;0.136722;0.210767;0.25408;0.132161;0.159121;0.155268;0.18375;0.119775;0.125768;0.100832;0.0941022;0.191537;0.134535;0.186857;0.152882;0.143689;0.213033;0.176209;0.13989;0.167105;0.212283;0.156447;0.117924;0.111299;0.152941;0.1482;0.102615;0.163624;0.122501;0.162339;0.090874;0.110123;0.165268;0.123482;0.101427;0.146278374137931;0.0388745734389439;-0.00483777521697456;-0.0104278815097358;-0.0114942528735632;0.97124922357517;0.938057396181104;0.898582873350118;-1.11368390291803e-05;2.34040690499258e-05;2.34040690499258e-05;0.13398976;0.0358936603648611;0.12961428;0.0473789374278487;0.13448326;0.0279746451682233;0.1567518;0.0541285423847715;0.1676018;0.0373188441233112;0.176876;0.046875597078864;0.12640284;0.0386781245877822;0.1661992;0.0328132138200451;0.1703868;0.0270385494840237;0.1265958;0.0226112913983257;0.1298922;0.0322432171115105;0.130059;0.0324246976392996
"118";"total_runoff_km3";"Morocco";"MENA";"MAR";41.1513;41.4795;51.4372;27.487;47.3513;84.7964;42.9887;71.6595;32.0063;53.6003;54.8215;64.9133;51.5366;61.9719;54.3048;40.9788;44.7373;36.1278;59.3587;48.0181;38.8608;47.5635;40.2723;22.3181;37.1808;18.9114;11.8833;36.7643;34.167;39.931;64.051;50.8519;40.4194;47.7519;41.6954;34.272;33.7802;34.0154;84.0655;54.3856;34.3724;35.4502;24.6139;25.0439;47.403;48.8488;35.954;29.064;47.8932;35.8019;42.9782;52.6719;74.4213;47.9943;44.2688;30.7915;32.4539;29.1133;43.844924137931;14.585142678747;-0.208591279629269;-0.249992309821895;-0.178463399879008;0.116103226225992;0.0586374164943647;0.0478322384634796;-0.180159617336734;0.0435103219373748;0.0435103219373748;41.78126;9.07023015876664;57.01024;21.3313138155623;57.50962;5.65464960514796;45.84414;8.75604541405536;37.2391;9.23394672363881;28.3314;12.2371886430258;48.95392;9.46695765423085;48.10374;21.9526313962131;33.37668;9.33073057305804;39.51238;8.5586981628049;52.4669;12.8382838263142;30.7862333333333;1.67030622741261
"119";"total_runoff_km3";"Monaco";"Other";"MCO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"12";"total_runoff_km3";"Austria";"Other";"AUT";81.4941;66.0869;75.3491;61.7806;66.6365;65.6278;63.7414;86.799;81.9703;71.3951;60.9774;56.658;78.5776;48.3491;66.136;59.1633;66.262;72.42;54.2069;67.1727;58.7559;73.5895;66.3431;66.4211;66.4208;58.108;55.0022;63.8926;59.927;72.3103;65.1849;66.1757;60.118;61.9237;65.702;59.1925;61.3036;65.4729;71.3954;62.6002;63.8461;70.3492;74.3788;63.8042;72.3715;52.5666;62.2665;62.3755;66.0075;63.1593;63.1449;77.9125;70.8446;55.7451;60.8516;69.8419;73.932;66.3645;65.8690603448276;7.43568154440488;-0.133128885806971;-0.0995109046725522;-0.0611010284331519;0.319127771153535;0.456322205742069;0.498084597551065;-0.0586197145405921;0.017723300236208;0.017723300236208;70.26944;7.97728394054017;73.90672;10.1169991611643;62.13962;11.2667164094957;63.84498;7.16340330757665;66.30608;5.24597907182253;61.84802;6.67425893054802;63.82086;2.65776938860391;63.99292;4.72237213135517;68.94996;4.89043313961044;61.27508;5.09846902922828;65.69974;8.72851100778363;70.0461333333333;3.7878816643783
"120";"total_runoff_km3";"Moldova";"ECA";"MDA";2.41642;1.06477;2.63016;1.74378;2.05187;2.14811;1.89652;2.39953;4.20948;2.2213;2.00704;3.08327;3.95756;3.30449;2.86282;1.56032;2.1144;1.53305;2.11395;2.23117;2.47093;2.63641;3.91506;3.64718;1.31368;0.890471;2.50142;2.68914;0.193701;1.20555;3.34574;1.26271;-0.297774;2.8535;0.659917;2.20665;-0.0710996;2.48016;3.46245;3.80888;2.50922;1.43862;0.884003;1.64968;2.16039;0.947528;2.37749;3.01096;2.17704;0.360145;1.51755;0.644982;3.70993;0.849574;0.158998;2.55707;1.43914;0.859342;2.03407495517241;1.08066111636279;-0.286778094798992;-0.272201544187763;-0.172413793103448;0.0290680975466556;0.039046418238817;0.0559049327840845;-0.0183521149527821;0.0822416756565393;0.0822416756565393;1.9814;0.614770644264997;2.574988;0.931395252172782;3.043036;0.709241960497262;1.910578;0.335742038580217;2.796652;1.03745031277165;1.4960564;1.07021746363031;1.5648186;1.51754312040344;2.37740808;1.52162199345581;1.7283826;0.632350933302703;1.7746326;1.08843366704122;1.3762068;1.39282724623092;1.61851733333333;0.862961332436937
"121";"total_runoff_km3";"Madagascar";"AFR";"MDG";495.461;533.452;348.442;435.184;362.21;400.028;402.532;511.635;448.738;495.321;461.594;415.279;414.948;509.224;536.034;606.237;521.05;496.396;442.886;412.722;341.872;347.164;394.82;379.636;644.506;397.284;604.38;409.181;406.324;437.125;354.115;521.829;330.187;376.757;446.815;396.946;396.507;415.361;504.643;424.603;472.514;348.135;319.059;377.536;412.399;498.261;482.39;405.139;367.259;526.452;362.884;317.673;432.451;316.236;317.1;344.342;350.991;442.318;428.837362068965;76.8035298025407;-0.328556021914209;-0.343874004121936;-0.231699939503932;0.0117999705692023;0.00851280407841659;0.0101945784883823;-1.49431182134178;0.107949059536091;0.107949059536091;434.9498;80.8378338786982;451.6508;51.4568873300747;467.4158;54.6840750694386;495.8582;75.060104630889;421.5996;126.552857149888;450.8588;87.1034194661725;405.9406;78.0657112104924;427.612;44.7237091037852;385.9286;59.5148067904114;455.9002;66.9097622301858;349.2688;50.5691215436851;379.217;54.7480999761636
"122";"total_runoff_km3";"Maldives";"SOA";"MDV";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"123";"total_runoff_km3";"Mexico";"LCR";"MEX";790.721;578.36;528.839;538.061;496.781;519.67;468.477;510.177;590.147;564.954;560.792;612.566;583.461;539.624;527.32;596.132;494.737;501.812;526.048;389.527;546.124;425.987;438.525;585.804;370.447;491.996;648.623;505.316;439.086;378.116;521.842;475.375;539.292;470.194;472.134;551.859;340.197;481.329;495.59;378.162;568.33;645.966;486.867;413.199;456.809;483.367;546.568;496.687;522.781;516.316;578.195;382.462;646.961;446.626;409.186;588.348;516.84;337.756;508.921862068966;83.7498368564943;-0.304661673514054;-0.290350364514442;-0.191772534785239;0.0200557414092804;0.0273933245296054;0.0334673440287491;-1.51095807314903;0.0928187353083927;0.0928187353083927;586.5524;117.784856109773;530.685;47.7541552066415;564.7526;34.2215498012583;501.6512;74.4000901592196;473.3774;89.4245705066566;492.6274;100.59270438158;495.7674;32.4139704880473;449.4274;87.5370891696771;514.2342;92.9171022724019;513.1438;24.3803184290115;492.686;114.406805394172;480.981333333333;129.087065956793
"124";"total_runoff_km3";"Marshall Islands";"EAP";"MHL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"125";"total_runoff_km3";"Macedonia, FYR";"ECA";"MKD";5.9747;6.11084;6.74721;4.88653;7.9094;9.46712;5.55334;4.69251;4.62337;5.74964;5.45367;6.52528;5.66418;5.31195;5.53952;7.42623;7.48521;3.75081;6.46867;3.32098;4.54763;6.49782;6.32949;6.74304;5.11215;4.98747;5.11331;4.49349;5.69885;5.10473;2.93039;3.12644;2.24018;5.09858;3.25275;2.34331;4.63025;5.0953;6.82302;4.39717;4.94941;5.33601;3.54088;3.49475;4.58689;5.81111;6.46077;5.73615;5.52866;5.58754;4.84585;5.65748;6.88396;3.14872;3.77237;4.34743;6.21194;6.94372;5.27707189655172;1.40757903534222;-0.278977199694053;-0.246670152880741;-0.167574107683001;0.0339488511047672;0.0621591723817001;0.0631530966593443;-0.0232537029745607;0.0778282779491358;0.0778282779491358;6.325736;1.10976939858243;6.017196;1.99287908091033;5.69892;0.479421375357837;5.69038;2.01347420025686;5.846026;0.960157946657736;5.07957;0.429316697788474;3.329668;1.06332905136181;4.65781;1.60508059434721;4.381588;0.831980118223987;5.824846;0.372993054935343;4.861676;1.48694257327914;5.83436333333333;1.33869471704094
"126";"total_runoff_km3";"Mali";"AFR";"MLI";95.7162;80.1855;74.3279;83.1199;80.5807;70.9996;94.9665;92.2308;81.1877;86.277;57.8072;69.5416;64.3914;63.7369;39.5019;41.8475;67.2916;69.0489;62.2108;48.4348;56.6531;37.6991;38.9625;39.2177;30.282;16.685;15.7585;35.3509;35.0925;22.1605;53.7424;46.4665;35.0218;38.7266;32.7337;29.9844;64.5863;48.6217;38.2752;35.5564;44.3368;69.0803;40.0093;35.3238;21.112;57.5283;49.4067;36.8912;33.9552;41.8849;62.9092;46.7076;70.6647;36.2445;59.4593;44.7443;37.4738;49.3226;51.93165;20.0406753815724;-0.545242884120033;-0.496262573441201;-0.345432546884453;9.61226580045196e-06;9.2181301217779e-05;0.000128007950200607;-0.647072555292382;0.297289802683538;0.297289802683538;82.78604;7.91307407383502;85.13232;9.53550743835901;58.9958;11.664361677563;57.76672;12.0235920995766;40.56288;9.71035059212591;25.00948;9.63854949159883;41.3382;8.67350019167579;43.4048;13.63716706963;41.97244;17.4903013231048;43.93326;9.59337958088806;55.19706;13.6762763756441;43.8469;5.97515777448596
"127";"total_runoff_km3";"Myanmar";"EAP";"MMR";695.06;1010.1;739.529;929.455;694.768;818.592;914.395;946.703;875.35;843.471;992.782;855.875;941.972;933.27;700.935;1035.74;1045.5;917.906;749.814;787.863;843.692;604.776;784.726;756.114;708.592;817.168;699.153;633.526;484.481;561.577;886.353;711.79;768.453;772.177;853.747;791.864;911.469;818.218;961.768;845.619;797.027;808.08;846.316;811.345;977.634;724.462;819.735;652.77;729.169;760.91;659.58;589.251;690.829;989.672;586.379;782.182;523.052;547.042;792.065137931034;133.699620592101;-0.375463889135691;-0.360853917376727;-0.245009074410163;0.00368105198995048;0.00564008098534508;0.00659295116027577;-2.97268553323687;0.140973132044893;0.140973132044893;813.7824;146.36747721164;879.7022;51.8623071575108;884.9668;113.930840366865;907.3646;136.725616779739;739.58;89.8376557686141;639.181;127.732594503126;798.504;70.5066081583847;865.7876;69.7018030563055;848.0804;74.7382426291922;737.4092;60.6818547977894;703.1422;166.398209698001;617.425333333333;143.186764169505
"128";"total_runoff_km3";"Mongolia";"EAP";"MNG";63.793;84.0794;74.3988;76.0752;72.6327;70.6996;93.6816;62.1479;67.9279;78.1672;58.6307;66.6291;60.864;64.0582;50.4271;83.786;57.2689;63.5182;77.5373;56.4764;41.4976;55.0405;41.0756;60.3568;56.9167;65.6128;83.2252;70.288;74.4374;72.8352;67.8053;64.6529;93.1413;77.7086;67.7442;106.244;98.9608;67.549;50.389;62.9601;80.1591;61.2526;60.1084;54.3077;39.3789;79.1733;42.6547;59.1696;55.252;46.2647;56.9799;52.9032;63.4404;48.3904;56.3088;73.7372;50.3544;33.9091;65.0859413793103;14.8133617032712;-0.319377705967994;-0.382017287520379;-0.269207501512402;0.0145361503552696;0.00327832209950961;0.0028352850995174;-0.280161752130174;0.102002119069377;0.102002119069377;74.19582;7.27874356891353;74.52484;12.1613009404011;60.12182;6.21694551986745;67.71736;12.326747907011;50.97744;9.0508212573777;73.27972;6.48425871414767;74.21046;11.6704673506677;77.22058;24.1445154691909;59.04134;14.6714601322772;56.50286;14.3109788128905;55.60454;5.54818332772088;52.6669;20.0144979849608
"129";"total_runoff_km3";"Northern Mariana Islands (U.S.)";"Other";"MNP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"total_runoff_km3";"Azerbaijan";"ECA";"AZE";9.96469;10.2869;9.09226;4.14321;9.16032;20.248;9.91476;10.6019;11.8705;12.732;8.57124;14.8435;5.71868;4.30533;13.4814;10.5228;10.4765;7.2866;8.34179;9.6631;9.13924;7.89863;8.28388;12.2093;14.4942;7.60144;6.27579;6.37223;4.21374;5.99776;12.781;1.96333;6.93178;5.87432;7.29297;9.38891;8.68862;5.22904;5.2408;6.14916;3.99825;6.71887;4.81282;5.75324;11.8818;7.60021;9.80668;10.1524;3.63891;5.13692;5.30264;5.74854;9.6974;4.45563;3.32439;1.28042;2.62966;8.52435;7.99508189655172;3.54267849357024;-0.499617979351388;-0.502783844473838;-0.367211131276467;6.53069347272975e-05;7.24386239806556e-05;4.66617548281775e-05;-0.104814271432525;0.249618125291162;0.249618125291162;8.529476;2.50511465542597;13.073432;4.15703399145593;9.38403;4.64980820825978;9.258158;1.41195130044205;10.40505;2.84430325942928;6.092192;1.21731860573557;6.96868;3.8775231085256;6.939306;1.9681795110914;6.632996;3.10589019241344;7.267024;2.85424308784834;5.70572;2.41512286634656;4.14481;3.85232268937845
"130";"total_runoff_km3";"Montenegro";"ECA";"MNE";11.1507;10.0949;10.2709;7.37034;8.85922;10.3387;7.94825;8.75484;10.9184;9.14663;10.1128;10.593;12.0947;8.18086;8.44969;7.68965;9.67683;5.88821;8.89722;9.30372;12.0954;12.2757;10.8576;10.4232;7.14219;5.19371;8.22327;7.05362;10.2951;8.41621;8.98839;6.59599;4.44341;8.49678;5.97249;5.67186;7.75974;8.43276;10.9943;7.62699;8.63698;8.64026;7.15144;7.62334;6.48724;7.22556;10.2089;9.68563;8.73937;7.88031;9.04801;10.5701;13.9907;6.74119;6.93947;11.3411;10.0522;7.49097;8.81294896551724;1.91855180255306;-0.162458153336789;-0.218923990279615;-0.133696309739867;0.2230625750895;0.0987142209019565;0.138216639096961;-0.0184571933925993;0.0263926515856011;0.0263926515856011;9.549212;1.46687976068933;9.421364;1.20129305256045;9.88621;1.61246174723619;8.291126;1.53693288751656;10.558818;2.06698922714174;7.836382;1.87933556648886;6.899412;1.86404189465259;8.09713;1.91853066892349;7.707852;0.940650541550899;8.747954;1.23330478622683;9.457894;2.98639738568564;9.62809;1.95979009674506
"131";"total_runoff_km3";"Mozambique";"AFR";"MOZ";264.75;219.218;187.083;225.028;342.052;385.585;172.399;290.071;178.309;260.192;217.625;245.865;202.819;289.659;209.09;197.024;350.121;175.51;299.234;195.256;300.023;240.462;170.257;196.682;221.506;121.725;212.579;257.904;258.827;130.965;190.429;314.347;146.722;187.739;85.1735;172.085;121.932;136.071;243.653;277.462;213.732;295.632;262.805;287.278;179.632;191.687;207.912;116.424;159.223;213.845;205.261;166.406;158.608;171.434;151.66;154.097;183.651;224.281;214.431060344828;62.5150698672684;-0.379940137455632;-0.389830508474576;-0.259528130671506;0.00326386200626575;0.00266036044817398;0.0040055292826653;-1.40653491340858;0.144354508049805;0.144354508049805;247.6262;59.5664330155835;257.3112;88.0157664637422;233.0116;35.6886582796272;243.429;76.7861208227112;225.786;49.1816739294221;196.4;66.7078092055196;184.8821;83.9614322995981;190.2406;67.8057764891753;247.8158;49.6967462033482;177.8182;40.3451979385403;170.6738;20.7495454456236;187.343;35.2373610249122
"132";"total_runoff_km3";"Mauritania";"AFR";"MRT";29.0875;20.7824;17.7161;16.8375;19.8573;16.7413;22.4478;24.7077;20.2763;27.138;15.3393;27.8088;24.3148;17.2483;10.5389;12.207;19.2314;20.5996;18.7834;11.4679;15.3589;8.81348;7.14414;10.5007;6.51277;3.92467;3.41205;6.26296;6.34667;5.60884;10.6638;10.6708;6.92673;5.48562;7.97048;8.79164;11.6018;11.8901;6.98184;8.59131;9.40016;15.9917;14.7631;8.17711;7.62931;14.7569;12.9843;10.5155;8.85783;13.9718;15.9229;13.0502;18.4818;10.8763;15.1754;12.0022;9.19031;11.9215;13.45274;6.20399703788572;-0.506159927260626;-0.44335414808207;-0.260738052026618;5.04475984103024e-05;0.000556919738355973;0.00383844720971107;-0.185955899597036;0.25619787196449;0.25619787196449;20.85616;4.86743579906299;22.26222;4.00663446261323;19.05002;6.96220038974748;16.45786;4.27855647946828;9.665998;3.5403129149441;5.111038;1.35973773392886;8.343486;2.29749736815518;9.571338;2.10792059208121;11.192276;3.8981690334348;12.217266;2.46466475028147;14.70132;2.88816610619957;11.0380033333333;1.60065802501138
"133";"total_runoff_km3";"Martinique (Fr.)";"Other";"MTQ";3.0049;1.9965;1.99784;1.77586;1.96373;1.74969;1.746;1.5123;2.63192;2.41853;1.75821;2.23308;2.62391;1.87364;2.16774;1.02807;1.61638;1.76126;1.8792;1.82395;1.86077;2.32729;2.15222;2.49151;2.39875;2.03421;2.31148;2.06613;2.2;2.03807;2.49964;1.59764;1.04937;2.13036;2.8005;2.48736;1.45833;2.0236;2.49825;1.74123;2.41654;2.03082;1.89252;1.33423;1.85585;1.43706;2.96757;2.92227;1.9;1.79832;2.12891;2.03343;2.55304;2.90209;2.18522;1.70379;1.50126;1.45217;2.04731913793103;0.45379941002368;0.00876670379627596;-0.00335291765357286;0.000604960677555959;0.947924748872337;0.980190160257045;0.994647841733771;0.000235586760589098;7.68550954514576e-05;7.68550954514576e-05;2.147766;0.487909116619069;2.011688;0.484466094448311;2.131316;0.339093083282452;1.621772;0.346090002557138;2.246108;0.248702920006983;2.129978;0.12200534197321;2.015502;0.702108167535459;2.041754;0.457706541170213;1.905992;0.3891814453054;2.205044;0.697161156785144;2.360538;0.361152033041488;1.55240666666667;0.13337969198245
"134";"total_runoff_km3";"Mauritius";"AFR";"MUS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"135";"total_runoff_km3";"Malawi";"AFR";"MWI";38.1456;40.7979;47.794;67.7845;71.5625;74.1877;44.6152;54.2138;38.6081;50.568;42.0966;56.1102;53.0809;58.2061;41.9059;37.1611;68.0716;42.3622;70.7798;42.8878;73.9555;54.4986;49.0643;38.9337;44.2918;27.9374;45.4801;54.8584;61.188;30.8308;43.1969;70.0266;29.4389;41.6975;15.6866;34.027;24.0682;26.3713;51.7074;53.8818;33.2602;58.6351;35.1848;47.7168;36.9382;42.7934;47.8787;27.6567;34.5768;52.3463;43.2984;48.3065;35.9753;35.936;30.9575;35.2139;28.9864;32.5607;45.1776206896552;13.5146512338219;-0.439280775821123;-0.443723276631087;-0.282516636418633;0.000561001213878433;0.000550477670274517;0.00173248024667479;-0.351558546863937;0.192967600006003;0.192967600006003;53.2169;15.488378693556;52.43856;13.5292474662488;50.27994;7.77420285965063;52.2525;15.8648255918557;52.14878;13.4809048489706;44.05894;14.551120818961;40.0093;20.1083080077614;38.01114;14.0109797072867;42.34702;10.691808946198;41.05038;9.98198105773598;38.89474;6.86022045586;32.2536666666667;3.12508258504209
"136";"total_runoff_km3";"Malaysia";"EAP";"MYS";595.965;694.91;708.874;650.569;757.617;698.688;647.861;626.834;776.025;755.655;652.192;689.571;772.213;757.564;563.257;732.551;661.609;778.27;650.786;686.538;617.073;630.762;697.484;638.487;506.801;563.972;819.48;688.162;670.954;527.23;819.568;642.686;508.542;551.091;492.664;624.836;721.305;772.207;763.454;511.112;566.128;794.885;802.346;703.166;535.271;712.785;612.735;584.087;742.367;805.442;947.798;855.176;729.45;811.054;751.47;715.332;614.963;534.787;680.080362068966;100.2716234265;0.0785985606165679;0.0712725706727368;0.0393224440411373;0.557561915722553;0.594046366229431;0.662822882539832;0.466705866067877;0.00617773373099684;0.00617773373099684;681.587;61.2288469718318;701.0126;65.0876583485687;686.9594;84.8101735896113;701.9508;53.018497995511;618.1214;69.4015405254091;653.9596;115.123603447773;602.9102;134.413101891891;678.5828;110.373213633109;680.3592;125.116387015051;691.4832;91.8759471526689;818.9896;87.3788726683973;621.694;90.4605108707661
"137";"total_runoff_km3";"Mayotte (Fr.)";"Other";"MYT";0.332928;0.425904;0.321408;0.650014;0.59942;0.402331;0.586934;0.676768;0.304762;0.318803;0.599839;0.576295;0.521574;0.571942;0.548743;0.781453;0.790429;0.340226;0.526367;0.40514;0.377024;0.415531;0.603162;0.374434;0.312289;0.413935;0.538455;0.496724;0.479152;0.368004;0.439671;0.557164;0.559317;0.288465;0.251758;0.257966;0.250763;0.398545;0.549498;0.213653;0.198622;0.312462;0.210671;0.165982;0.205067;0.347897;0.371431;0.338268;0.507838;0.258559;0.451006;0.463178;0.367845;0.526963;0.477975;0.154178;0.446758;0.491143;0.426252293103448;0.147755075337653;-0.384133234989698;-0.363253252945338;-0.257108287961283;0.00291164517330487;0.00531245510710269;0.00435964978903335;-0.00336104952474691;0.147558342223646;0.147558342223646;0.4659348;0.151562462540037;0.4579196;0.166162652898598;0.5636786;0.0297106939720364;0.568723;0.209267717869957;0.416488;0.110715260847365;0.459254;0.067921101224141;0.419275;0.145098532289269;0.334085;0.139461801793538;0.2185608;0.0552807672224256;0.3647986;0.0905271342046129;0.4573934;0.0577856122257089;0.364026333333333;0.183083995227145
"138";"total_runoff_km3";"Namibia";"AFR";"NAM";16.924;6.30616;13.7268;11.078;5.92036;30.6;5.11085;9.74677;16.1565;29.1568;17.2327;18.6279;12.563;29.0322;20.2673;10.9558;75.2127;22.448;74.4419;27.1257;43.5124;21.6242;16.2876;3.95;11.5088;5.35011;10.3834;9.92095;9.02192;5.60327;9.36818;12.8842;9.05518;11.3725;1.86411;9.51048;8.88443;9.2552;3.75309;13.2406;3.42222;6.63036;22.7521;20.4783;13.2724;6.66106;8.66394;8.60363;40.0893;5.21881;28.034;29.1101;18.1529;37.3682;14.4795;4.74259;11.6716;5.09123;16.6107982758621;14.651866663895;-0.129135273418631;-0.167307514842044;-0.125226860254083;0.333989559280567;0.208788704173095;0.164968691315749;-0.1120439638254;0.0166759188409043;0.0166759188409043;10.791064;4.74741781010267;18.154184;11.4100811578634;19.54462;6.0304396213709;42.03682;30.5074638263655;19.3766;14.9750854154492;8.05593;2.40653048128421;8.908834;4.23478857586539;8.92876;3.38476182749245;13.311076;8.41018681613435;13.847348;14.7402403725709;25.42894;9.16125264759138;7.16847333333333;3.90371615187802
"139";"total_runoff_km3";"New Caledonia (Fr.)";"Other";"NCL";10.3317;7.33973;8.47194;17.6928;17.453;13.122;8.76359;6.10348;5.41259;25.1706;9.15402;6.91732;6.86567;13.4937;15.0261;3.07918;12.2727;18.6541;18.3986;5.17501;7.54674;4.356;3.79448;5.56168;7.70617;2.67307;5.74944;9.78818;7.81125;2.37208;9.32222;18.0247;13.5242;7.42108;9.67734;1.99949;2.9556;5.10804;10.9353;5.64645;4.84696;17.1329;10.1218;5.21702;5.75021;5.62356;5.97837;9.27637;4.95052;4.05265;13.6433;16.0444;4.59182;13.02;8.10885;4.82274;3.19823;4.12052;8.81675103448276;5.11620359082536;-0.278735332089856;-0.293611000030761;-0.196612220205687;0.0341104541972153;0.0256475109268136;0.0292503887488197;-0.0844482124950004;0.0776933853552415;0.0776933853552415;12.257834;4.96888663859219;11.714452;8.10791539739223;10.291362;3.777756758861;11.515918;7.25057472064939;5.793014;1.79223209771503;5.678804;3.21745811890847;11.593908;4.2227776918185;5.328976;3.47486913103645;8.613778;5.21479804138377;5.976294;1.98541845262655;11.081674;4.63420900137014;4.04716333333333;0.814735592344739
