"FID";"total_runoff_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"203";"total_runoff_km3";"Vietnam";"EAP";"VNM";248.128;260.213;368.447;394.311;304.583;339.151;402.847;305.483;339.603;288.711;283.627;260.963;374.328;361.508;400.828;357.72;380.67;383.951;278.305;268.117;386.165;308.217;325.193;330.581;304.004;302.341;322.252;282.106;367.527;232.587;253.303;249.763;301.823;254.151;247.932;237.817;353.078;299.144;381.511;320.275;302.222;441.421;387.665;347.923;303.086;300.432;246.992;318.502;292.2;362.432;372.252;323.6;264.476;343.991;351.199;338.061;253.751;233.235;318.012137931034;51.5624929553461;-0.116880148784864;-0.136177673874927;-0.0998185117967332;0.382251298228615;0.307183090666667;0.268372763571023;-0.356882524839248;0.01366096917997;0.01366096917997;315.1364;64.6697710433553;335.159;43.7476634347481;336.2508;60.6125631094742;333.7526;56.2983711602743;330.832;32.8815374488481;301.3626;49.7894364428842;261.3944;22.7427734412494;318.365;54.8941821370899;356.4634;59.2780490088869;304.1116;41.9118928324646;331.1036;41.1054804655048;275.015666666667;55.5541367076596
"204";"total_runoff_km3";"Vanuatu";"EAP";"VUT";9.9151;18.0142;21.2914;34.7038;28.1057;24.7644;17.9851;25.1038;13.087;21.0344;18.5253;18.8111;21.0366;24.7127;25.413;17.0515;21.7435;23.9888;25.1536;16.4303;7.73299;8.64328;6.40954;11.1922;14.9518;11.982;15.5614;15.4667;11.9963;14.8972;22.6268;24.2057;13.1535;13.9043;10.7938;3.24776;9.92356;4.2986;10.3054;9.47338;5.47276;15.5894;16.4917;12.9743;10.1816;5.80187;4.16228;9.62543;10.2575;10.6637;12.8906;8.0042;9.30169;14.4491;12.4345;10.4223;7.6505;5.90778;14.6537710344828;6.90213499640146;-0.648348600721156;-0.643114214525208;-0.450695704779189;3.73961031483438e-08;1.26194837291328e-07;5.80935407935036e-07;-0.264998031314399;0.420355908057069;0.420355908057069;22.40604;9.49045952696707;20.39494;5.02214516297568;21.69974;3.22983330885667;20.87354;3.97274968793656;9.785962;3.37579728593409;13.98072;1.83571687550123;16.93682;6.05100965434695;7.44974;3.3895433873016;12.141952;4.46707707752172;8.102156;2.93007327888399;11.416018;2.67030752135779;7.99352666666667;2.2767242209221
"205";"total_runoff_km3";"West Bank and Gaza";"MENA";"PSE";0.549706;0.948619;0.572529;1.38681;1.01486;0.961776;1.77446;1.66362;1.24398;1.94435;1.54347;1.51719;1.32531;1.62178;1.34097;1.1678;2.42698;1.33342;1.19811;1.45213;1.12929;1.41437;1.95992;1.34593;1.40605;2.15631;1.23032;1.22613;1.49869;1.40254;1.82609;1.1526;1.17713;1.76714;3.00776;1.65858;2.04548;1.26711;1.26009;1.59264;1.23877;0.678024;1.33593;1.17126;1.63032;2.05121;1.16864;1.00341;1.13233;0.986674;0.95128;0.794367;0.983965;0.768543;1.35295;1.57802;1.04947;1.4432;1.37638625862069;0.441935785922057;-0.053675065264925;-0.0995109046725522;-0.0865093768905021;0.689033342236727;0.456322205742069;0.337436852855276;-0.00140469608416104;0.00288101263119293;0.00288101263119293;0.8945048;0.347250903174779;1.5176372;0.404110962161632;1.469744;0.130619212522508;1.515688;0.521918623704884;1.451112;0.306960417676286;1.502798;0.383384897681168;1.786144;0.752758018642113;1.56478;0.324842475132179;1.2108608;0.345633667158163;1.2684528;0.444648126004372;0.970221;0.233788254333916;1.35689666666667;0.274640628154928
"206";"total_runoff_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"total_runoff_km3";"Yemen, Republic of";"MENA";"YEM";2.32985;4.12147;6.52888;7.55256;6.07799;35.14;27.3069;21.8771;10.8452;21.0778;20.3139;12.5048;11.6072;5.82355;6.17887;8.71334;13.8012;14.6228;9.51856;16.5557;12.7692;12.2187;6.30945;7.34621;4.44742;23.5537;5.51663;6.99673;7.41637;8.39323;10.8417;13.7254;7.18476;7.81415;15.2002;19.59;14.3164;12.2161;24.8423;26.6275;31.1238;19.0501;33.7348;25.9211;22.194;63.6406;41.364;35.3093;26.6634;22.4947;19.0717;10.4428;20.3682;12.733;14.6851;15.5792;12.5593;13.6033;16.3855555172414;10.9526029589734;0.365821677703158;0.430065520317451;0.294615849969752;0.00474328256180301;0.00083986209368963;0.00108774663724209;0.237267034359716;0.133825499877556;0.133825499877556;5.32215;2.08552822559418;23.2494;8.92066289717306;11.285664;5.89518357570229;12.64232;3.38284670385757;8.618196;3.69249550375217;10.375332;7.43934648000884;10.953242;3.52807699098532;19.51846;6.31016501075844;26.40476;6.08387778090586;37.8944;16.1622538782498;15.46016;4.19356944773781;13.9139333333333;1.53372709545516
"208";"total_runoff_km3";"South Africa";"AFR";"ZAF";101.929;89.8151;85.2678;123.607;83.5578;109.407;86.2523;56.213;66.1084;137.872;62.6894;85.3087;66.9395;108.795;104.768;88.1116;179.161;133.987;204.175;133.327;126.368;69.0387;72.1627;117.802;54.569;59.652;82.4105;102.053;76.6558;86.0003;128.693;113.892;63.9125;93.0963;36.7004;69.6269;67.0385;87.8518;157.804;102.475;90.3272;71.0975;167.651;111.563;67.8925;41.8342;80.9036;52.1048;115.392;62.9304;61.7613;74.2286;75.0968;88.3581;67.0511;58.8099;58.1895;28.6391;90.4987;34.847574781697;-0.291436612145416;-0.324679319573041;-0.219600725952813;0.0264442198666897;0.0132321251989543;0.0148918353292766;-0.601405352363954;0.084935298898797;0.084935298898797;96.83534;16.5985840594311;91.17054;33.1207049607643;85.70012;21.0865172398621;147.75232;45.0683186164294;87.98808;31.9696913010902;81.35432;15.363941418692;87.25884;37.2873913420207;96.95924;36.9383316597136;101.70624;40.7909720944843;70.633;28.9000364567244;73.29918;10.037772528654;48.5461666666667;17.242815938626
"209";"total_runoff_km3";"Congo, Dem. Rep.";"AFR";"COD";1227.46;1420.54;1764.76;1910.63;1892.32;1722.75;1544.84;1423.3;1669.73;1387.5;1507.22;1751.63;1615.71;1316.62;1365.57;1251.38;1461.56;1321.21;1505.39;1626.42;1556.89;1441.69;1246.99;1310.37;1380.55;1274.32;1210;1383.16;1450.21;1472.96;1423.85;1562.28;1510.7;1373.93;1232;1277.08;1123.37;1123.16;1047.04;1094.25;1115.01;1176.24;1329.69;1568.34;1650.38;1582.18;1417.34;1439.68;1722.77;1836.87;1637.77;1405.42;1343.35;1184.87;1107.99;1099.96;816.749;970.461;1406.66224137931;232.554415810188;-0.427184121426228;-0.38490879448768;-0.288566243194192;0.000824743632108679;0.00303612443241239;0.00137566269192896;-5.88288437048186;0.182486273598692;0.182486273598692;1643.142;304.45591605354;1549.624;147.19281072797;1511.35;178.755507747314;1433.192;149.122371125194;1387.298;119.759888610503;1358.13;113.20089354771;1420.552;128.403497109697;1132.98;86.3702654274027;1367.932;235.647008616702;1599.768;180.668433241671;1335.88;206.619854321892;962.39;141.777901701923
"21";"total_runoff_km3";"Bahamas, The";"LCR";"BHS";9.66584;12.0974;13.4136;8.08079;9.09053;7.9215;9.04581;6.04371;12.9491;7.1698;12.3135;15.691;9.69682;7.95428;10.8397;10.8845;6.47024;7.12569;8.68218;7.68368;9.29165;10.7513;12.7479;7.07823;8.68568;10.789;12.7886;11.6562;7.51737;12.181;11.9456;8.13011;9.22362;9.78052;7.6376;10.7965;9.07923;13.7866;12.1005;10.9673;6.79294;7.74948;7.97862;8.81758;9.40969;7.0198;4.83459;7.12003;7.49265;9.59606;7.22814;7.64205;7.94628;7.11286;9.59313;7.60783;7.98663;6.69733;9.28241155172414;2.26911344647137;-0.330039782838859;-0.329847119259282;-0.217180883242589;0.0114022521454948;0.0117796857568027;0.0160328475015208;-0.0443479064259122;0.10892625825632;0.10892625825632;10.469632;2.21196441277205;8.625984;2.65285197376898;11.29906;2.92762546071044;8.169258;1.72098158224311;9.710952;2.14846451485008;10.986434;2.07344893445197;9.34349;1.68513294775219;11.346026;1.73992879017505;8.149662;1.00795344630593;7.212626;1.69262977166597;7.904492;1.00078139304745;7.43059666666667;0.66267062959915
"210";"total_runoff_km3";"Zambia";"AFR";"ZMB";306.682;271.552;256.734;364.458;424.565;382.265;246.828;225.921;223.071;238.16;252.929;367.735;266.261;292.416;199.998;169.689;317.286;286.264;332.674;249.699;419.185;297.984;224.317;200.278;160.825;153.494;185.132;226.457;242.659;149.71;185.87;242.185;159.053;165.984;103.485;214.816;128.836;120.512;179.612;235.365;240.089;157.564;187.178;328.69;173.51;257.966;250.147;154.324;247.94;283.475;227.838;241.915;222.165;165.832;211.093;157.472;152.111;101.339;231.579206896552;74.256043529049;-0.513718129643921;-0.512811836722138;-0.357531760435572;3.71897508728672e-05;4.95655606289324e-05;7.35747130282316e-05;-2.25895364360637;0.263906316724849;0.263906316724849;324.7982;69.5025250562884;263.249;67.2152636794649;275.8678;61.4168768800564;271.1224;64.9935423353736;260.5178;101.804938847288;191.4904;42.04356737124;171.3154;50.0352126736761;175.8282;50.8604588280523;217.4062;69.49874622754;238.7704;49.2739164903704;213.7686;29.0075155657978;136.974;30.9770075862728
"211";"total_runoff_km3";"Zimbabwe";"AFR";"ZWE";114.751;69.0774;40.7042;58.9493;83.7721;80.5897;44.2642;29.8753;51.4338;67.9032;29.3929;90.9051;31.0857;54.6554;77.0034;54.6553;137.109;80.8255;86.0041;101.416;154.942;39.1521;41.6736;97.2935;24.0292;13.4835;27.6834;79.2635;57.3652;19.2567;51.8962;56.3693;47.0682;23.4183;16.0252;50.3304;25.5945;17.3783;65.8552;91.7942;50.7044;84.4116;88.7651;98.898;12.8764;30.0142;54.6101;32.8563;58.6074;56.0991;57.5352;46.2855;52.6449;45.4596;30.7945;39.5259;45.5518;14.597;56.6290017241379;30.5561548288398;-0.291281558860026;-0.274293272632194;-0.183303085299456;0.0265282343326548;0.037522140683637;0.0421010678882564;-0.527062736472984;0.0848449465319306;0.0848449465319306;73.4508;27.9015935705293;54.81324;19.8769757131964;56.6085;27.3318748002218;92.00198;30.3270910348652;71.41808;54.3537396961515;39.41046;27.9577481162736;38.95544;18.0535404431652;50.19052;30.2401799623779;67.1311;35.317101087292;46.43742;13.805960195039;46.54394;10.0910474442944;33.2249;16.4111809907148
"212";"total_runoff_km3";"Serbia";"ECA";"SRB";9.90886;8.7935;9.72594;6.64495;9.36408;10.2428;8.7335;11.4647;10.66;10.7998;10.2931;12.7854;18.6277;9.44083;9.0223;8.52706;12.5692;12.3665;9.98453;11.8892;14.0782;10.7438;14.7267;15.5345;11.3553;4.35145;6.76351;6.26767;9.31352;9.26826;6.26619;4.41718;2.79218;8.69759;5.17517;3.60665;5.81071;7.83648;11.7525;10.8415;9.37028;12.7279;5.75306;6.40902;4.85601;5.74171;9.23039;13.0602;11.0861;8.23809;7.07076;9.23337;17.9882;5.12073;2.48042;6.23944;9.78508;10.3292;9.24418913793103;3.42822950112444;-0.256378566419497;-0.283398443507952;-0.172413793103448;0.0520619187189995;0.0314524903638777;0.0559049327840845;-0.0520477815374197;0.065729969319316;0.065729969319316;8.887466;1.32392908385608;10.38016;1.01992549874979;12.033866;3.96443822972184;11.067298;1.74959666712646;13.2877;2.11833180002567;7.192882;2.11650730803605;5.469662;2.20325496633277;7.969568;3.40117632900295;7.823254;3.22254324214276;9.471298;2.78282537856223;8.378696;5.92004505011828;8.78457333333333;2.22087694547297
"213";"total_runoff_km3";"Kosovo";"ECA";"XRK";3.52123;3.08125;3.53839;2.41455;3.33183;4.59128;2.37496;2.23397;2.15889;2.68704;2.70303;2.83726;2.97077;2.21594;2.31535;3.31053;3.90613;2.06331;3.15807;2.38667;2.47245;3.21332;3.36661;3.48611;2.67616;1.65088;2.6056;1.90008;3.14633;2.18068;1.47692;1.33513;0.592915;2.5059;1.41988;1.04048;1.95661;2.50667;3.44194;2.19408;2.59007;2.45762;1.75673;1.52265;1.48301;2.27328;2.80384;2.86884;2.72737;2.13768;2.28944;2.75225;3.69159;1.6128;1.41853;1.92475;2.50146;2.8573;2.49376560344828;0.760614855141202;-0.362824923926544;-0.33895229013504;-0.222020568663037;0.00512431656182022;0.00955521326270005;0.0138229846868221;-0.0163422758313083;0.131641925422305;0.131641925422305;3.17745;0.464641368799637;2.809228;1.01650002639941;2.60847;0.328841482708615;2.964942;0.739916061266412;3.04293;0.444459691704434;2.296714;0.592693403691993;1.466149;0.68246658781218;2.227956;0.871251130805579;1.962016;0.52552514771417;2.562202;0.332938096678647;2.352922;0.91874830811817;2.42783666666667;0.47061414346929
"214";"total_runoff_km3";"Disputed Area - China and India";"Other";"XXX";66.3695;56.8214;51.5332;52.0791;65.0408;52.8208;53.9689;60.4171;67.7868;42.3585;57.4414;52.5363;65.1339;58.3598;47.1549;63.1819;63.8194;52.7993;50.8667;68.5183;61.8295;53.3248;64.9379;60.7446;47.4324;55.1233;57.4805;62.3822;61.32;63.2272;76.0219;65.3239;73.7216;78.4869;57.6018;71.3918;57.3843;67.4034;65.1363;53.1536;76.4459;63.9224;67.2415;63.3628;62.6566;58.3297;65.0566;54.7391;55.3609;58.2095;64.5193;50.911;69.2181;47.4113;60.0173;63.4371;53.3471;55.7933;60.2140586206897;7.698925220662;0.158914323344557;0.153465194253899;0.103448275862069;0.233457727165164;0.249356975509999;0.251354512564184;0.0724508966747642;0.0252537621640567;0.0252537621640567;58.3688;7.0215202182291;55.47042;9.45198859854369;56.12526;6.73106567662209;59.83712;7.622472347736;57.65384;7.1285497629602;59.90664;3.46116307662612;70.23122;8.62344216058762;62.89388;7.46336701274968;66.72584;5.71124985646749;58.33916;4.09180174226465;58.4154;9.13685178658383;57.5258333333333;5.26339042949821
"215";"total_runoff_km3";"Disputed Area - China and India";"Other";"XXX";0.255527;0.8283;1.93147;1.44005;0.460357;2.33764;0.867328;0.552281;2.01911;1.91682;0.296436;3.23767;1.46094;0.547866;2.84612;1.49951;3.11975;1.0975;2.31709;1.49982;3.4112;0.738694;0.549254;0.942846;0.424855;2.12797;0.575901;0.768819;0.499185;3.67739;3.92765;1.40749;3.2736;1.31558;3.99107;1.93115;1.94114;1.09141;3.54478;0.865002;1.8759;2.32339;1.54932;0.875657;3.02994;3.22356;2.96045;2.21382;1.85139;3.04799;2.03119;0.495962;2.04961;0.767302;1.07461;0.823001;0.382391;1.00654;1.70894127586207;1.0622412322936;0.116759547215061;0.122581438986127;0.0768300060496068;0.382745977564405;0.35832569131189;0.39426170785127;0.00734456667384447;0.0136327918658674;0.0136327918658674;0.9831408;0.695484490383287;1.5386358;0.780358316966764;1.6778064;1.32571788510482;1.906734;0.810257662617269;1.2133698;1.24416269184669;1.529853;1.37123418912872;2.783078;1.32812784526566;1.8746964;1.05235466428139;1.9308414;0.809954225555247;2.659442;0.593997366130524;1.2837348;0.720464451116917;0.737310666666667;0.320776586537006
"216";"total_runoff_km3";"Disputed Area - China and India";"Other";"XXX";0.0966655;0.15467;0.101813;0.111531;0.087329;0.227075;0.089028;0.101033;0.221302;0.123786;0.0780718;0.299088;0.061901;0.179468;0.15597;0.25597;0.147418;0.204061;0.268479;0.296317;0.284942;0.137499;0.169769;0.145499;0.0537339;0.273096;0.168487;0.342398;0.147387;0.235421;0.299265;0.12214;0.306346;0.0762211;0.161381;0.179806;0.13025;0.253262;0.488387;0.281071;0.407727;0.297619;0.281801;0.129937;0.211541;0.197612;0.15703;0.171101;0.212925;0.243244;0.172422;0.0619069;0.229173;0.130357;0.0564549;0.167556;0.0572736;0.372645;0.190959701724138;0.0944683376002412;0.195424165002131;0.195238241717678;0.131276467029643;0.141528197805936;0.141658636586411;0.14549411533621;0.00109323910609371;0.0381906042667814;0.0381906042667814;0.1104017;0.0262476482127447;0.1524448;0.0667030195395981;0.15489976;0.0947975437233898;0.234449;0.0590480085820005;0.15828858;0.0832171105364275;0.2333578;0.0791712474557525;0.19307062;0.104639563802713;0.2665552;0.137569342837349;0.265725;0.10345834888495;0.1963824;0.0341282128787899;0.13006276;0.0736216166786834;0.1991582;0.160043132524079
"217";"total_runoff_km3";"Anguilla (U.K.)";"Other";"AIA";0.273539;0.11008;0.211186;0.188274;0.205857;0.17856;0.130414;0.192678;0.16084;0.10943;0.125998;0.238947;0.172939;0.151451;0.144967;0.188507;0.180897;0.230929;0.13305;0.178881;0.135555;0.317283;0.0943807;0.142522;0.0785144;0.135343;0.157312;0.113415;0.176821;0.273931;0.170796;0.235673;0.123641;0.0821296;0.175333;0.193203;0.0662051;0.105968;0.128461;0.150637;0.167376;0.22505;0.0845124;0.115767;0.152511;0.168522;0.20849;0.237663;0.283071;0.124656;0.285173;0.0678849;0.185045;0.0888416;0.0580447;0.0738728;0.107348;0.0433401;0.159339936206897;0.0623841938472067;-0.248370060206432;-0.283336922083115;-0.194192377495463;0.0601177904057883;0.0314905517529904;0.0312979770178806;-0.000917538783106233;0.0616876868069499;0.0616876868069499;0.1977872;0.058664381490816;0.1543844;0.0342345306788336;0.1668604;0.0436461154720555;0.1824528;0.0347937143058915;0.15365102;0.0953745621256633;0.1713644;0.0620540612756329;0.15751452;0.057950292184354;0.12889482;0.0476027642969607;0.14904328;0.0533776181418017;0.2044804;0.0611526483670168;0.13699784;0.0969453813589539;0.0748536333333333;0.0320152204603269
"218";"total_runoff_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"total_runoff_km3";"Montserrat (U.K.)";"Other";"MSR";0.397299;0.241825;0.313986;0.23884;0.268374;0.230994;0.188706;0.231896;0.29308;0.20336;0.171179;0.310676;0.268871;0.2353;0.218293;0.198355;0.225506;0.298167;0.232012;0.23982;0.21888;0.399248;0.233471;0.285001;0.238514;0.269847;0.295432;0.243856;0.31998;0.37438;0.335459;0.331001;0.263986;0.237966;0.353649;0.299428;0.155906;0.234209;0.302094;0.248279;0.335214;0.276417;0.18275;0.207884;0.286228;0.250132;0.363231;0.390651;0.349987;0.231632;0.367546;0.164804;0.303338;0.256375;0.148971;0.187211;0.210444;0.112589;0.263319465517241;0.0656953777324636;-0.0471041832991332;-0.0157187240456489;0.0139140955837871;0.725497899010002;0.906653780376214;0.877386067626631;-0.000183250392199117;0.00221880408427924;0.00221880408427924;0.2920648;0.0660926370763038;0.2296072;0.0399930676142753;0.2408638;0.0525702262568842;0.238772;0.0366881539941709;0.2750228;0.073727408985397;0.300699;0.0500283933481778;0.3044122;0.0503599684541204;0.2479832;0.0596711256949289;0.2576986;0.0617894194324562;0.3171266;0.0714297942759182;0.2482068;0.0924010070437547;0.170081333333333;0.0511269925414485
"22";"total_runoff_km3";"Bosnia and Herzegovina";"ECA";"BIH";23.0992;24.868;27.9723;21.1528;24.1733;22.8303;26.278;29.0354;27.2916;24.7795;23.5683;30.0435;35.4441;19.3862;20.5504;18.8795;24.4888;20.0369;24.1586;27.755;32.058;24.7827;28.611;27.5372;18.8347;14.4045;21.9416;19.6856;23.1987;19.7364;21.5465;15.819;10.6388;23.1519;19.0231;14.1972;19.2941;21.2664;29.977;23.1057;20.6555;28.7101;21.6704;24.0199;23.3994;17.9363;24.1515;28.5216;24.3197;15.1104;17.8482;23.4495;41.5676;19.2622;12.2008;33.1334;37.7298;26.9578;23.5387224137931;5.88965933191216;-0.0409796781609476;-0.131871174136393;-0.088929219600726;0.760041414843473;0.322842572647039;0.324096834946032;-0.0142925374511669;0.00167933402217479;0.00167933402217479;24.25312;2.50800039812597;26.04296;2.37099969696329;25.7985;6.79506367335877;23.06376;3.60232770483197;26.36472;4.95070471821942;19.79336;3.36399852749671;18.03586;4.97755126071043;21.56808;5.75903808521875;23.69106;3.10972889381052;22.0079;5.39724838922575;22.86566;11.2027061078116;32.607;5.4052584323046
"220";"total_runoff_km3";"Svalbard (Nor.)";"Other";"SJM";15.0285;15.5175;15.0189;15.2462;14.3755;14.433;15.0743;15.4527;14.6527;16.2049;14.2948;15.2853;14.4117;13.6337;15.8558;16.0382;16.2236;15.5956;15.3809;15.1232;14.4583;16.1677;14.9478;16.1368;14.9313;17.3034;17.7008;16.0056;15.0752;13.0338;14.6506;16.29;15.0581;15.5631;15.689;16.3072;14.6817;15.9824;14.6704;15.5038;12.4885;13.7845;14.0188;13.4213;13.3596;13.4263;14.337;15.3081;17.138;15.8591;16.4893;14.6284;13.1614;14.8655;18.6315;15.1709;15.0121;17.4424;15.1990810344828;1.18829100716288;0.025346261030842;-0.00839767449014119;0.000604960677555959;0.850202853376607;0.950135379611088;0.994647841733771;0.00178355839921262;0.000642432948243607;0.000642432948243607;15.03732;0.422086036253274;15.16352;0.701899944436527;14.69626;0.875025629910347;15.6723;0.455555199728858;15.32838;0.777424245184057;15.82376;1.87682566798304;15.45016;0.626126674882966;15.4291;0.744481873520102;13.41454;0.583655448873734;15.2137;1.42230311994314;15.55522;2.08573052358161;15.8751333333333;1.35961316679905
"221";"total_runoff_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"total_runoff_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"total_runoff_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"total_runoff_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"total_runoff_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"total_runoff_km3";"Jarvis Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"total_runoff_km3";"Baker Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"total_runoff_km3";"Wallis and Futuna (Fr.)";"Other";"WLF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"total_runoff_km3";"Howland Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
