"FID";"evaporation_from_irrigation_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"203";"evaporation_from_irrigation_km3";"Vietnam";"EAP";"VNM";10.8284;10.6517;10.601;10.6093;10.6539;10.7487;10.516;10.6324;10.61;11.4763;11.6302;11.7193;12.363;12.5369;12.781;13.5782;13.5751;14.4933;14.6143;14.8037;14.5342;17.2337;18.3628;19.2101;21.391;23.0706;24.6845;26.584;27.7196;29.7574;29.2063;30.5942;31.7469;31.9651;32.459;33.3934;33.0791;33.5445;32.5499;33.9725;34.4279;32.6014;33.1911;42.0456;42.771;45.6566;47.6442;50.1321;50.9698;49.6206;49.0599;50.5398;50.5174;54.6028;55.3044;54.6385;55.2805;56.255;28.2713810344828;15.5489472905522;0.973643541781446;0.990956350549079;0.940713853599516;0;0;0;0.896502694638398;0.947981746452714;0.947981746452714;10.66886;0.092362941702828;10.79668;0.388845736764594;12.20608;0.508230092576187;14.21292;0.591274827808524;18.14636;2.5291661635804;26.36322;2.60136578012397;31.1943;1.30491661611001;33.30788;0.531953101316271;37.0074;4.98079677712311;48.80466;2.14316561609223;52.00486;2.76893408697282;55.3913333333333;0.813929409306074
"204";"evaporation_from_irrigation_km3";"Vanuatu";"EAP";"VUT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"205";"evaporation_from_irrigation_km3";"West Bank and Gaza";"MENA";"PSE";0.0998103;0.105506;0.10687;0.114105;0.109264;0.113084;0.12308;0.130573;0.136629;0.134473;0.130626;0.127362;0.126762;0.135295;0.142378;0.133568;0.145146;0.137761;0.134659;0.145829;0.139297;0.155929;0.154844;0.149553;0.159282;0.158668;0.161312;0.162516;0.166001;0.159945;0.167399;0.17162;0.165404;0.153563;0.153781;0.154605;0.164496;0.158951;0.160689;0.159645;0.159782;0.156328;0.162668;0.180299;0.191316;0.194118;0.193108;0.193737;0.200207;0.200595;0.200648;0.207536;0.212063;0.240977;0.243837;0.243161;0.242054;0.242918;0.161648832758621;0.0364096165090285;0.930899674021612;0.947829831738903;0.835450695704779;0;0;0;0.00200710273770339;0.866574203093545;0.866574203093545;0.10711106;0.00523177244038767;0.1275678;0.00960129119962518;0.1324846;0.00648500746337273;0.1393926;0.00577762730712184;0.151781;0.00780492014693296;0.1616884;0.00281013243460162;0.1623534;0.00823697895468963;0.1596772;0.00355317424284259;0.1700786;0.0150457610242885;0.196353;0.00371539318242363;0.2210122;0.019974743570319;0.242711;0.000581806668920183
"206";"evaporation_from_irrigation_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"evaporation_from_irrigation_km3";"Yemen, Republic of";"MENA";"YEM";0.669793;0.800563;0.940141;0.962272;1.11674;1.40426;1.41312;1.25722;1.29111;1.44074;1.58882;1.44748;1.62094;1.27189;1.36044;1.64303;1.60284;1.85158;1.42318;1.8602;1.57828;1.86841;1.52831;1.62391;1.46373;2.0078;1.48019;1.76671;1.80906;1.82724;1.99222;1.7525;2.01817;2.58951;2.87414;3.63277;3.71702;3.55278;3.69671;3.88543;4.09055;4.15007;4.21113;4.3959;4.2502;5.33398;5.78767;5.94704;5.89319;5.89773;5.77371;5.56246;5.87667;7.23106;7.36319;7.15832;7.19363;7.19392;3.05071843103448;2.04352750812052;0.923890001754228;0.965117352117875;0.865698729582577;0;0;0;0.11180246420991;0.853572735341423;0.853572735341423;0.8979018;0.169798628577206;1.36129;0.0815488651055304;1.457914;0.148263983421463;1.676166;0.183790095979082;1.612528;0.154928684948914;1.7782;0.190404438892585;2.245308;0.467014355421758;3.696942;0.123320348969665;4.21957;0.115734728798231;5.771922;0.251615326182647;6.361418;0.862922295267656;7.18195666666667;0.0204704673452596
"208";"evaporation_from_irrigation_km3";"South Africa";"AFR";"ZAF";5.08578;5.23019;4.85438;5.31923;5.19264;5.53617;5.45587;5.40319;5.06198;5.99899;5.50857;5.9283;5.89396;6.65695;6.31963;6.18643;6.89905;6.72522;7.62128;7.27608;7.06732;7.20735;7.81624;8.48587;8.02094;8.18859;8.47873;9.03743;9.48745;9.47579;9.59935;9.32243;9.07319;9.17961;9.28663;9.74012;9.19175;10.2962;11.0199;11.9929;11.1378;11.1152;11.4871;11.1712;11.7165;10.7685;10.9871;10.808;11.267;11.5035;11.2179;11.4061;10.5454;12.3586;12.58;12.3678;12.6903;11.5291;8.73756517241379;2.4551480656348;0.974411519390822;0.96843950905903;0.858439201451906;0;0;0;0.141667659417391;0.949477809121529;0.949477809121529;5.136444;0.178524484119126;5.49124;0.336562310129937;6.061482;0.439526812117304;6.941612;0.546066458382128;7.719544;0.586341206832677;8.933598;0.585970798009594;9.292242;0.197438521874532;10.448174;1.09727923354997;11.32556;0.265641399258474;11.06682;0.313488176810546;11.6216;0.841029122563541;12.1957333333333;0.599417686870628
"209";"evaporation_from_irrigation_km3";"Congo, Dem. Rep.";"AFR";"COD";0.0125879;0.0128191;0.0126744;0.0128311;0.0128945;0.013073;0.0131237;0.0131869;0.0133323;0.0130715;0.0133279;0.0135232;0.0211524;0.0216333;0.0213213;0.0219817;0.0217835;0.0214202;0.0212781;0.029739;0.0368165;0.0516319;0.0722732;0.0695004;0.0766052;0.0791643;0.0805233;0.0862156;0.0875552;0.0881106;0.0955318;0.0949943;0.0969138;0.0951836;0.098152;0.107694;0.106254;0.109747;0.109525;0.110902;0.114699;0.112406;0.11718;0.115825;0.114318;0.116134;0.114318;0.117258;0.113556;0.11192;0.117228;0.115542;0.118343;0.134197;0.133602;0.141874;0.134485;0.133131;0.0735528396551724;0.0455049462311591;0.961538797446121;0.988387652577034;0.92708022398009;0;1.60913845053597e-47;0;0.00259105145959578;0.92455685899413;0.92455685899413;0.0127614;0.000126069663281853;0.01315748;0.000108510469540962;0.01819162;0.00435477306722176;0.0232405;0.00364357086317804;0.06136544;0.0166943054911847;0.0843138;0.00416606672834221;0.0961551;0.0013456417688226;0.1088244;0.0018400552437359;0.1148856;0.00177849298564824;0.1146372;0.00210731231667259;0.1237824;0.00929166106247963;0.136496666666667;0.00470585957433213
"21";"evaporation_from_irrigation_km3";"Bahamas, The";"LCR";"BHS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"210";"evaporation_from_irrigation_km3";"Zambia";"AFR";"ZMB";0.00549937;0.00574683;0.00566787;0.00562789;0.00559902;0.00566515;0.00603512;0.00589749;0.0117965;0.0177997;0.0246963;0.0380228;0.0540676;0.0702644;0.0851178;0.0969821;0.117218;0.123844;0.126526;0.126508;0.127018;0.160275;0.163766;0.156318;0.160828;0.186766;0.214174;0.238655;0.261685;0.263185;0.266047;0.253557;0.255062;0.260323;0.392104;0.404922;0.409503;0.603608;0.610016;0.895522;0.931321;1.09242;1.21112;1.32886;1.46286;1.46764;1.4321;1.42903;1.44983;1.42648;1.46672;1.46668;1.45992;1.67292;1.73273;1.70812;1.68604;1.48833;0.571293740344828;0.619453867814668;0.915651421605712;0.992248300470639;0.941923774954628;0;0;0;0.0335884345645817;0.838417525888556;0.838417525888556;0.005628196;9.09608749957914e-05;0.009438792;0.00533455121075522;0.05443378;0.0242171926637255;0.11821562;0.0124635695176783;0.153641;0.0151172832215316;0.232893;0.0326262404438513;0.2854186;0.0598404280507752;0.5847142;0.200388900072334;1.2053162;0.205818175296061;1.441016;0.0174712515292981;1.559794;0.132299049807623;1.62749666666667;0.121026453444416
"211";"evaporation_from_irrigation_km3";"Zimbabwe";"AFR";"ZWE";0.183802;0.169295;0.167687;0.176591;0.179219;0.1875;0.240461;0.266443;0.268297;0.369386;0.342094;0.384878;0.3698;0.407063;0.47039;0.46241;0.5502;0.586159;0.68195;0.67195;0.673617;0.729533;0.731421;0.742786;0.720137;0.701918;0.681847;0.802332;0.859735;0.800579;0.852454;0.910062;1.01367;0.984341;0.929419;1.09031;1.07378;1.02232;1.33665;1.37823;1.34227;1.60523;1.55326;1.57914;1.544;1.5446;1.58346;1.49013;1.63975;1.5888;1.60514;1.64413;1.61816;1.88457;1.93088;1.77388;1.66789;1.70631;0.939177862068965;0.546230063479279;0.983013540273307;0.990341136300717;0.924984875983061;0;0;0;0.0317969687163552;0.966315620360658;0.966315620360658;0.1753188;0.00676988317476749;0.2664174;0.0661584402423455;0.394845;0.0483879831776444;0.5905338;0.0908944190651989;0.7194988;0.0268824504872602;0.7692822;0.0748938209046648;0.9379892;0.0633358510616223;1.180258;0.164335015653999;1.52478;0.104782669129966;1.569348;0.0557268460438953;1.736576;0.157718342718911;1.71602666666667;0.0536589250109739
"212";"evaporation_from_irrigation_km3";"Serbia";"ECA";"SRB";0.177057;0.186014;0.176547;0.189617;0.204855;0.211357;0.205195;0.174851;0.197459;0.201286;0.212914;0.231684;0.223014;0.255628;0.28901;0.281668;0.288038;0.299257;0.288084;0.328421;0.326632;0.362619;0.326934;0.362378;0.374673;0.380918;0.382378;0.402721;0.396807;0.456224;0.446798;0.411494;0.449499;0.421098;0.477332;0.449664;0.447307;0.443047;0.415334;0.357549;0.38028;0.265798;0.275072;0.308776;0.320451;0.32867;0.30478;0.310784;0.603144;0.510492;0.532117;0.520014;0.504637;0.534854;0.59434;0.554883;0.563542;0.559318;0.356643344827586;0.121581339185438;0.833425130887334;0.819926789504445;0.676950998185118;4.44089209850063e-16;0;6.08402217494586e-14;0.00600045433572237;0.694597448794571;0.694597448794571;0.186818;0.011560544407596;0.1980296;0.013938613374364;0.24245;0.0304447591220558;0.2970936;0.0186226489066405;0.3506472;0.0223451360188297;0.4038096;0.0307442255277312;0.4412442;0.0259434938896055;0.4225802;0.0388760888940747;0.3100754;0.0453424567574365;0.411574;0.136858039018539;0.5371924;0.0341028865391186;0.559247666666667;0.0043299284443664
"213";"evaporation_from_irrigation_km3";"Kosovo";"ECA";"XRK";0.0759628;0.0890899;0.073747;0.0764347;0.0753927;0.0844176;0.0884595;0.0696612;0.0732092;0.0802731;0.0785644;0.0834692;0.0870439;0.0871345;0.10497;0.0995668;0.0842961;0.0957996;0.093598;0.0901268;0.0897836;0.110712;0.102024;0.115306;0.116351;0.117262;0.114817;0.119137;0.111476;0.126998;0.130309;0.113859;0.124233;0.114074;0.136064;0.134639;0.120541;0.114942;0.10931;0.0887265;0.100056;0.0398072;0.0411459;0.052699;0.0607234;0.0614645;0.0601093;0.0597662;0.194513;0.149655;0.157535;0.149183;0.145037;0.161819;0.175369;0.165787;0.168533;0.158499;0.10523245862069;0.0348549575754034;0.513582918605854;0.499646251807192;0.427707199032063;3.73955330552622e-05;8.13905088406386e-05;2.11048833875793e-06;0.00106004853425204;0.263767414283708;0.263767414283708;0.07812542;0.00621276108803485;0.07920412;0.00776195108893376;0.0882364;0.00998653329063694;0.09267746;0.00580541169065554;0.10683532;0.0110819581803939;0.117938;0.00581971352387727;0.1237078;0.00982771996446785;0.1136317;0.0168055648804198;0.0588863;0.0245730322953843;0.1051016;0.063172790721916;0.1577886;0.0118536761723948;0.164273;0.00518550248288437
"214";"evaporation_from_irrigation_km3";"Disputed Area - China and India";"Other";"XXX";0.0714095;0.0715447;0.06834;0.0685227;0.0689077;0.0690163;0.0720209;0.0729591;0.0751504;0.076679;0.0757721;0.083152;0.0882435;0.0884724;0.0945535;0.0936964;0.0958456;0.0979603;0.0995858;0.0960862;0.109258;0.110327;0.109387;0.112991;0.117012;0.115747;0.119094;0.120306;0.121005;0.121902;0.119066;0.132835;0.127997;0.131906;0.146112;0.139083;0.151852;0.14611;0.153367;0.15555;0.147519;0.153103;0.153512;0.170837;0.174331;0.171866;0.174917;0.19033;0.194107;0.188185;0.189569;0.193276;0.180347;0.209317;0.201012;0.221621;0.204856;0.194173;0.12933970862069;0.0447046486225663;0.98566020704861;0.993478728967363;0.94313369630974;0;0;0;0.0026093391460826;0.971526043759106;0.971526043759106;0.06974492;0.00159519543379487;0.07316514;0.00295182487505611;0.0860387;0.00701822574123973;0.09663486;0.00223737258810418;0.111795;0.00328014336576925;0.1196108;0.00239127198369403;0.1315832;0.00977622573900582;0.1491924;0.00664494155730507;0.1598604;0.0119180409799598;0.183881;0.00986659280096225;0.1947042;0.0110437934017257;0.206883333333333;0.0138358496787633
"215";"evaporation_from_irrigation_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"evaporation_from_irrigation_km3";"Disputed Area - China and India";"Other";"XXX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"evaporation_from_irrigation_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"evaporation_from_irrigation_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"evaporation_from_irrigation_km3";"Montserrat (U.K.)";"Other";"MSR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"22";"evaporation_from_irrigation_km3";"Bosnia and Herzegovina";"ECA";"BIH";0.0122245;0.0126889;0.011793;0.013047;0.0141138;0.0142916;0.0130117;0.0125728;0.0128737;0.0124257;0.0119065;0.0139852;0.0128786;0.0137686;0.0154979;0.0142917;0.0137086;0.0138906;0.0129272;0.0151251;0.0146526;0.0162852;0.013969;0.0162458;0.0165339;0.0157419;0.0166364;0.0169457;0.0154316;0.0169063;0.0188513;0.0153203;0.0182368;0.0165991;0.0131307;0.0131419;0.0132294;0.0127276;0.0119431;0.0113229;0.0119943;0.014541;0.0151045;0.0147465;0.0162063;0.0154367;0.0153776;0.0160486;0.0201447;0.0174466;0.0185896;0.0188842;0.0184527;0.0201056;0.0202424;0.0204253;0.0206012;0.0198197;0.0152593396551724;0.0025680087464968;0.674299954398714;0.642252914577502;0.49546279491833;6.52698117775685e-09;1.32190782538565e-07;3.93285777278152e-08;0.000102541637700328;0.454680428502108;0.454680428502108;0.01277344;0.000886163745026843;0.0130351;0.000740013415418937;0.01360736;0.00133855507656577;0.01398864;0.000805927386927632;0.0155373;0.00115073858890714;0.01633238;0.000699650803615632;0.01642764;0.00230611152549047;0.01247298;0.00081974284809323;0.01451852;0.00155049514091467;0.01689084;0.0020006411929679;0.0192549;0.000854753496629292;0.0202820666666667;0.000409966344147094
"220";"evaporation_from_irrigation_km3";"Svalbard (Nor.)";"Other";"SJM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"evaporation_from_irrigation_km3";"British Indian Ocean Territory (U.K.)";"Other";"IOT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"evaporation_from_irrigation_km3";"Christmas Island (Aus.)";"Other";"CXR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"evaporation_from_irrigation_km3";"Cocos (Keeling) Islands (Aus.)";"Other";"CCK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"evaporation_from_irrigation_km3";"Saint Helena (U.K.)";"Other";"SHN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"evaporation_from_irrigation_km3";"Cook Islands (N.Z.)";"Other";"COK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"evaporation_from_irrigation_km3";"Jarvis Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"evaporation_from_irrigation_km3";"Baker Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"evaporation_from_irrigation_km3";"Wallis and Futuna (Fr.)";"Other";"WLF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"evaporation_from_irrigation_km3";"Howland Island (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"23";"evaporation_from_irrigation_km3";"Belarus";"ECA";"BLR";0.277188;0.291381;0.286243;0.283664;0.28343;0.29854;0.291933;0.288381;0.296645;0.303618;0.30597;0.317979;0.338382;0.356425;0.391076;0.413343;0.422987;0.482499;0.448687;0.491715;0.490213;0.533842;0.510262;0.559273;0.603308;0.635583;0.600011;0.616874;0.658651;0.63393;0.664687;0.683248;0.669477;0.668022;0.70436;0.686015;0.706594;0.711296;0.667955;0.702639;0.689463;0.71949;0.669335;0.702352;0.723116;0.682021;0.685063;0.70189;0.692588;0.7077;0.70206;0.714956;0.726981;0.749992;0.747812;0.758935;0.768026;0.741527;0.559648844827586;0.171854337829658;0.942563051341354;0.965732566366237;0.875378100423473;0;0;0;0.00959227300132263;0.888425105753925;0.888425105753925;0.2843812;0.00513869591433469;0.2958234;0.00590201790068448;0.3419664;0.0335588588199897;0.4518462;0.0348369263167691;0.5393796;0.0440977377231531;0.6290098;0.0219899073827063;0.6779588;0.0163693356523715;0.6948998;0.0178216639430778;0.7007512;0.022182710310059;0.6938524;0.0108994647253891;0.7283602;0.0207339250070989;0.756162666666667;0.0134652747589246
"230";"evaporation_from_irrigation_km3";"Tokelau (N.Z.)";"Other";"TKL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"evaporation_from_irrigation_km3";"Niue (N.Z.)";"Other";"NIU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";"evaporation_from_irrigation_km3";"Pitcairn Islands (U.K.)";"Other";"PCN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";"evaporation_from_irrigation_km3";"Johnston Atoll (U.S.)";"Other";"UMI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"evaporation_from_irrigation_km3";"Midway Islands (U.S.)";"Other";"UMI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
