"FID";"domesticNettoDemand_km3";"WB_NAMES";"WB_REGIONS";"ISO_CODES";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"average";"std_dev";"cor_pearson";"cor_spearman";"cor_kendall";"cor_pearson__p_value";"cor_spearman_p_value";"cor_kendall__p_value";"lm_slope";"lm_r_squared";"lm_adj_r_squared";"avg_1958_1962_1960";"std_1958_1962_1960";"avg_1963_1967_1965";"std_1963_1967_1965";"avg_1968_1972_1970";"std_1968_1972_1970";"avg_1973_1977_1975";"std_1973_1977_1975";"avg_1978_1982_1980";"std_1978_1982_1980";"avg_1983_1987_1985";"std_1983_1987_1985";"avg_1988_1992_1990";"std_1988_1992_1990";"avg_1993_1997_1995";"std_1993_1997_1995";"avg_1998_2002_2000";"std_1998_2002_2000";"avg_2003_2007_2005";"std_2003_2007_2005";"avg_2008_2012_2010";"std_2008_2012_2010";"avg_2013_2015_2015";"std_2013_2015_2015"
"198";"domesticNettoDemand_km3";"United States";"Other";"USA";6.7573;6.7573;6.77581;7.34555;7.55083;7.71633;7.91935;8.10619;8.36036;8.51741;8.76725;8.99153;9.47403;9.77411;10.1418;10.5725;10.8903;11.2388;11.7102;12.1845;12.7313;13.2424;13.6454;14.1639;14.3575;14.789;15.367;15.7538;16.104;16.5177;17.0195;17.5127;17.8826;18.0603;18.386;18.7028;19.098;19.3054;19.6607;20.0713;20.4593;20.8871;21.3193;21.5245;21.7782;22.0925;22.5567;22.8878;23.2844;23.6276;23.7583;23.5829;23.8791;23.8791;23.9446;23.8791;23.8791;23.8791;15.9141629310345;5.94326446734128;0.994418023907782;0.99893846468088;0.99059732581487;0;1.49589508865923e-76;0;0.349981158140819;0.988867206272656;0.988867206272656;7.037358;0.382069406875243;8.123928;0.323663057545961;9.429744;0.560915044529918;11.31926;0.642184812184156;13.6281;0.665661329055549;15.7063;0.666212293492097;17.77222;0.525794101336255;19.36764;0.524312247615865;21.19368;0.524449989989512;22.8898;0.601395231939862;23.8088;0.143096890252725;23.8791;0
"199";"domesticNettoDemand_km3";"Uzbekistan";"ECA";"UZB";0.280912;0.280912;0.281681;0.289234;0.301516;0.316792;0.338958;0.354939;0.367881;0.380293;0.396484;0.420773;0.445678;0.469954;0.500458;0.553009;0.609811;0.638446;0.66722;0.71131;0.749017;0.807809;0.868309;0.91265;0.934372;0.954049;0.984199;1.02806;1.06498;1.09578;1.14966;1.20767;1.39696;1.43984;1.60516;1.63244;1.64422;1.68237;1.72646;1.77358;1.8081;1.89119;1.86866;1.72352;1.66565;1.70645;1.81163;1.91997;2.04196;2.22548;2.39688;2.51699;2.66529;2.66529;2.67259;2.66529;2.66529;2.66529;1.25585113793103;0.784451752902903;0.979515034816839;0.994199784186768;0.967531946904965;0;6.28499580720184e-56;0;0.0455017358270013;0.95944970343223;0.95944970343223;0.286851;0.0089164630880187;0.3517726;0.0248534514967237;0.4466694;0.0406987925717705;0.6359592;0.0596356204268892;0.8544314;0.0762534205875382;1.0254136;0.0576963670372754;1.359858;0.183909717307161;1.691814;0.0586636043897748;1.791424;0.0956906418099492;1.941098;0.202060822699503;2.583408;0.123051613642406;2.66529;0
"2";"domesticNettoDemand_km3";"Afghanistan";"SOA";"AFG";0.0819404;0.0819404;0.0821648;0.0813166;0.0823396;0.0909117;0.0942597;0.101143;0.112197;0.119474;0.115326;0.118367;0.127874;0.131514;0.12928;0.134632;0.145998;0.151344;0.156522;0.164924;0.170931;0.176837;0.175937;0.172064;0.179815;0.176379;0.17652;0.168351;0.169652;0.16828;0.169558;0.174084;0.184275;0.18899;0.200657;0.209079;0.226341;0.246949;0.256612;0.260226;0.265979;0.270899;0.274804;0.219036;0.255407;0.270321;0.293012;0.32073;0.34191;0.374377;0.40828;0.434861;0.468529;0.468529;0.469812;0.468529;0.468529;0.468529;0.21891514137931;0.117380917760571;0.926876683317474;0.982076147078455;0.916545319840965;0;2.81147719132835e-42;0;0.00644273217878119;0.859100386077597;0.859100386077597;0.08194036;0.000386924550784773;0.10359708;0.0120432891307566;0.1244722;0.00716241182842763;0.150684;0.0113679455487788;0.1751168;0.00362441060035973;0.1718364;0.00424673171980525;0.1835128;0.0123302775191802;0.2398414;0.0216557669755657;0.257225;0.0225518118895134;0.32007;0.0407239788515317;0.4500022;0.0276084711764342;0.468529;0
"20";"domesticNettoDemand_km3";"Bahrain";"MENA";"BHR";0.000976677;0.000976677;0.000979353;0.000994255;0.000966233;0.000975142;0.000970016;0.00142812;0.00145823;0.00148024;0.00156387;0.0015782;0.00161282;0.00151509;0.00163198;0.00185512;0.0017898;0.002252;0.00247292;0.00257153;0.00264683;0.00293174;0.00328698;0.00338493;0.00316688;0.00295659;0.0046216;0.00509015;0.00491798;0.00505862;0.0052456;0.0054751;0.00589181;0.00617196;0.00628185;0.00626975;0.00636173;0.00727239;0.00762432;0.00821036;0.00806985;0.00846761;0.00902235;0.00906671;0.00925573;0.00972265;0.0102961;0.0110813;0.011633;0.0120018;0.0124132;0.0116515;0.012314;0.012314;0.0123478;0.012314;0.012314;0.012314;0.00568129384482759;0.00408000305292564;0.975780409189398;0.993338205915111;0.951750371861346;0;3.00283144299599e-54;0;0.000235756243532558;0.952147406957825;0.952147406957825;0.000978639;1.00744351702714e-05;0.0012623496;0.000265175565531216;0.001580392;4.54285963903795e-05;0.002188274;0.000354168966144692;0.003083472;0.000297038786305762;0.004528988;0.000898295618752535;0.005813264;0.000444691590239798;0.00714771;0.000830738457488276;0.00877645;0.000492212530722248;0.01094697;0.000938607913081922;0.0122081;0.00031377351704693;0.012314;0
"200";"domesticNettoDemand_km3";"Saint Vincent and the Grenadines";"LCR";"VCT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"201";"domesticNettoDemand_km3";"Venezuela, Republica Bolivariana de";"LCR";"VEN";0.132205;0.132205;0.132567;0.135754;0.141918;0.147246;0.142599;0.147005;0.150908;0.154297;0.160236;0.16404;0.170285;0.166856;0.173934;0.187992;0.225266;0.237075;0.251906;0.268938;0.281641;0.302304;0.324924;0.340911;0.345932;0.352717;0.323022;0.330833;0.336521;0.315633;0.344491;0.316058;0.330467;0.343946;0.361449;0.364083;0.365791;0.40087;0.393106;0.423793;0.432829;0.441872;0.468453;0.478327;0.442505;0.431001;0.476453;0.516213;0.558122;0.59875;0.663155;0.67656;0.720289;0.720289;0.722263;0.720289;0.720289;0.720289;0.359132275862069;0.183950491274032;0.958985257530605;0.987184075403277;0.934754829506679;0;2.50598747183625e-46;0;0.0104463242794302;0.919652724161036;0.919652724161036;0.1349298;0.00418169041178326;0.148411;0.00441569388658226;0.1670702;0.00532402509385522;0.2342354;0.0305920171744199;0.3191424;0.0269947598118598;0.3317452;0.0141346557863996;0.3392822;0.0170097094831158;0.3895286;0.0251317849803789;0.4527972;0.0194993150443804;0.5161078;0.0659746312206442;0.7005112;0.0283928213145506;0.720289;0
"202";"domesticNettoDemand_km3";"U.S. Virgin Islands (U.S.)";"Other";"VIR";0.000194879;0.000194879;0.000195413;0.00020005;0.000206217;0.000212229;0.000217612;0.00038955;0.000397717;0.000407521;0.000417476;0.000427564;0.000439353;0.000453509;0.000467809;0.000481333;0.000494292;0.000642408;0.000660287;0.000680965;0.000706728;0.000735583;0.000764036;0.000789543;0.00080292;0.000810649;0.000836448;0.000780044;0.000798232;0.000817163;0.000838179;0.000856634;0.000863686;0.000827547;0.000799345;0.000772042;0.000758884;0.000971128;0.000964811;0.000961471;0.000977725;0.000981864;0.000985938;0.00100735;0.000927322;0.000942302;0.000970198;0.000979333;0.0010068;0.00103349;0.00106548;0.00106691;0.00106846;0.00106846;0.00107138;0.00106846;0.00106846;0.00106846;0.000734388413793103;0.000285694712734516;0.955769195672501;0.976106640481976;0.905619614041536;0;8.13752685397037e-39;0;1.61698448429664e-05;0.913494755396462;0.913494755396462;0.0001982876;4.93664539945903e-06;0.0003249258;0.000100639993897555;0.0004411422;2.00730773599864e-05;0.000591857;9.60635049927911e-05;0.000759762;3.92588117433526e-05;0.0008085072;2.10709039602007e-05;0.0008370782;2.55257431370763e-05;0.0008856672;0.000109884224739951;0.0009760398;2.9531712737327e-05;0.0009864246;3.49667912854468e-05;0.001068138;2.19606921566698e-06;0.00106846;0
"203";"domesticNettoDemand_km3";"Vietnam";"EAP";"VNM";0.938629;0.938629;0.941201;0.940773;0.975684;1.02833;1.09122;1.1303;1.09046;1.13936;1.17313;1.22439;1.27022;1.20986;1.23143;1.30369;1.39258;1.44599;1.45322;1.54269;1.62485;1.70433;1.83014;1.88985;1.94337;2.01092;2.05047;2.01516;2.4652;2.76233;2.51167;1.68025;1.71796;1.95928;2.00325;2.21825;2.50989;2.74024;2.92771;3.04066;3.08836;3.16663;3.28161;3.36826;3.48446;3.65603;3.859;4.08333;4.30474;4.55799;4.95888;5.10389;5.27475;5.27475;5.2892;5.27475;5.27475;5.27475;2.51109820689655;1.43265914320975;0.942631715002745;0.984907047113898;0.938396731439822;0;2.36964919214783e-44;0;0.0799715555692261;0.888554550129012;0.888554550129012;0.9469832;0.0160882073022447;1.095934;0.043844403063561;1.221806;0.0351968525581478;1.427634;0.0877786524731383;1.798508;0.131677200076551;2.260816;0.339237907861135;1.974482;0.332417528223167;2.68735;0.330509114624695;3.277864;0.157442168207885;4.092218;0.355963045792678;5.180294;0.145401271761976;5.27475;0
"204";"domesticNettoDemand_km3";"Vanuatu";"EAP";"VUT";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"205";"domesticNettoDemand_km3";"West Bank and Gaza";"MENA";"PSE";0.00267225;0.00267225;0.00267957;0.00218816;0.00270874;0.00287032;0.0030327;0.00353617;0.00368024;0.00368956;0.00373305;0.00395667;0.00416294;0.00393212;0.00429646;0.0047231;0.00520584;0.00528962;0.00545205;0.00570993;0.00582902;0.0063562;0.00683519;0.00703109;0.00724131;0.00752062;0.00752666;0.00764553;0.00822871;0.00873684;0.00930336;0.00933089;0.00987547;0.0102907;0.0110197;0.0113812;0.0121609;0.0135923;0.0142406;0.0146372;0.0149796;0.0152283;0.0159671;0.0161625;0.0160661;0.0165574;0.0171672;0.0178856;0.0187285;0.0198185;0.0154941;0.0207489;0.0216461;0.0216461;0.0217054;0.0216461;0.0216461;0.0216461;0.0103399125862069;0.00645355310869519;0.97582480379505;0.996292188560791;0.976029718082299;0;2.33901882643407e-61;0;0.000372924882647878;0.952234047701644;0.952234047701644;0.002584194;0.00022190027879658;0.003361798;0.000383762605161055;0.004016248;0.000218440766273148;0.005276108;0.000364038160458488;0.006658562;0.000567699855002624;0.007931672;0.000536517192800007;0.009964024;0.000718739594658594;0.01320244;0.00138654462351559;0.01568072;0.00053826023631697;0.01803144;0.00128651176558942;0.02024812;0.00268718476886127;0.0216461;0
"206";"domesticNettoDemand_km3";"Samoa";"EAP";"WSM";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"domesticNettoDemand_km3";"Yemen, Republic of";"MENA";"YEM";0.0381767;0.0381767;0.0382813;0.0390163;0.0403977;0.0428968;0.0418772;0.0443371;0.0459847;0.0461501;0.0472483;0.049256;0.0503772;0.0472685;0.0485533;0.052674;0.0563847;0.0592298;0.0620258;0.0666916;0.0716545;0.0758614;0.0801681;0.0822708;0.0856754;0.0875866;0.0909401;0.0954797;0.0986254;0.104613;0.107574;0.109546;0.123391;0.129927;0.139043;0.136583;0.129681;0.13831;0.15506;0.167571;0.16634;0.177936;0.194532;0.198782;0.205039;0.215779;0.235817;0.2542;0.269386;0.285202;0.310102;0.313497;0.321627;0.321627;0.322508;0.321627;0.321627;0.321627;0.1365831;0.0972325559925654;0.942770162096662;0.997892262493868;0.979671620015442;0;3.23349729701355e-68;0;0.00542835387738774;0.88881557853976;0.88881557853976;0.03880974;0.000954595740614843;0.04424918;0.00187673101615548;0.04854066;0.00133915418193724;0.05940118;0.00534841863002514;0.07912604;0.00548523712368025;0.09544896;0.00663733509045611;0.1218962;0.0134014344269559;0.145441;0.0154915701754212;0.1885258;0.0159554335321858;0.2520768;0.0273098271634956;0.3178722;0.00568344241635296;0.321627;0
"208";"domesticNettoDemand_km3";"South Africa";"AFR";"ZAF";0.378577;0.378577;0.379614;0.391286;0.405898;0.426934;0.447857;0.46925;0.490597;0.516466;0.539104;0.570213;0.598764;0.696623;0.720074;0.810725;0.886439;0.912349;0.917997;0.964718;1.02516;1.11241;1.26541;1.31962;1.31158;1.36237;1.38182;1.30477;1.38658;1.51632;1.57525;1.63152;1.5963;1.6509;1.71013;1.73668;1.78158;1.8621;1.84786;1.87924;1.82657;1.82695;1.82901;1.77451;1.75042;1.99623;2.17521;2.26619;2.31431;2.38965;2.36587;2.38182;2.56314;2.56314;2.57016;2.56314;2.56314;2.56314;1.42141831034483;0.720167232967021;0.991198827128734;0.992538168948572;0.952964339172394;0;7.11385308527937e-53;0;0.0422712175705185;0.982475114901375;0.982475114901375;0.3867904;0.0119554526597699;0.4702208;0.035102126384309;0.6249556;0.0794307491296664;0.8984456;0.0565832459372913;1.206836;0.131381969957829;1.390372;0.077560023659099;1.63282;0.0523293125313146;1.821492;0.0601355877995718;1.801492;0.0366423036939546;2.228318;0.151279729375749;2.488826;0.105153248547061;2.56314;0
"209";"domesticNettoDemand_km3";"Congo, Dem. Rep.";"AFR";"COD";0.0665899;0.0665899;0.0667723;0.0656504;0.0698259;0.0815603;0.0713125;0.074454;0.0780356;0.0786554;0.0772102;0.0843847;0.0850004;0.088248;0.0926;0.101871;0.11969;0.124989;0.12569;0.137865;0.138615;0.152262;0.153832;0.151125;0.157891;0.152105;0.141677;0.142021;0.150041;0.151535;0.161525;0.166952;0.171631;0.174156;0.173078;0.19906;0.171799;0.175768;0.179669;0.185365;0.188921;0.177536;0.176132;0.184044;0.196834;0.194755;0.207648;0.217748;0.234739;0.250391;0.26706;0.268669;0.286362;0.286362;0.287147;0.286362;0.286362;0.286362;0.160181646551724;0.06777723714793;0.969116606783714;0.986568662352094;0.923829123707251;0;9.24303726666394e-46;0;0.00388964994001657;0.939186997543977;0.939186997543977;0.06708568;0.00159363083617254;0.07680356;0.00397636710742356;0.08548866;0.0056607229951659;0.122021;0.0130839499196535;0.150745;0.00724874944386962;0.1474758;0.00519297055643492;0.1694684;0.0052227750573809;0.1823322;0.0106083319471065;0.1846934;0.00851784061837271;0.2210562;0.0219671723419288;0.27912;0.0102955434290765;0.286362;0
"21";"domesticNettoDemand_km3";"Bahamas, The";"LCR";"BHS";0.00857087;0.00857087;0.00859435;0.0090589;0.0094304;0.00981299;0.0102898;0.0119844;0.0126035;0.0130565;0.0136202;0.0143749;0.0139125;0.0155869;0.017612;0.0186296;0.0189422;0.0207436;0.0212043;0.0216587;0.0229688;0.0243923;0.0248692;0.0252114;0.025691;0.0263485;0.0273819;0.0293018;0.0298345;0.0304445;0.0311923;0.0315281;0.0320699;0.0311947;0.0308476;0.0309299;0.0325295;0.0356173;0.0351352;0.0342168;0.0350753;0.0361062;0.0371466;0.0376106;0.0382498;0.0387847;0.0393852;0.0448291;0.0471038;0.0482694;0.0490091;0.0489493;0.0494809;0.0494809;0.0496165;0.0494809;0.0494809;0.0494809;0.0287500479310345;0.0132397884711154;0.991916971943137;0.996784519001738;0.972387816149156;0;4.35931080224526e-63;0;0.000777690848072834;0.98389927922884;0.98389927922884;0.008845078;0.00038780351851163;0.011549438;0.00142945916878377;0.0150213;0.00163110249984481;0.02023568;0.0013669104604911;0.02462654;0.00104127211525134;0.02866224;0.00172860814761472;0.03136652;0.00046097836391744;0.03368574;0.00193942182698865;0.0368377;0.00125777243967262;0.04367444;0.00437362961886349;0.04930734;0.000305354626622883;0.0494809;0
"210";"domesticNettoDemand_km3";"Zambia";"AFR";"ZMB";0.0613339;0.0613339;0.0615019;0.0597958;0.0605678;0.0621186;0.0658985;0.072363;0.0775209;0.0805188;0.0849304;0.0905983;0.0894742;0.0984683;0.104026;0.114384;0.123324;0.118713;0.123563;0.123104;0.128597;0.138024;0.146181;0.151252;0.152951;0.149249;0.143635;0.13897;0.129995;0.145813;0.172909;0.179232;0.172463;0.177468;0.179018;0.184498;0.189091;0.196577;0.198002;0.213685;0.206399;0.209346;0.216288;0.228264;0.233151;0.248447;0.268991;0.296546;0.339031;0.351576;0.382628;0.374146;0.408664;0.408664;0.409784;0.408664;0.408664;0.408664;0.186708022413793;0.109316921120306;0.939721721076185;0.992292003728099;0.945680535306108;0;1.75953049283428e-52;0;0.00608327258605303;0.883076913062382;0.883076913062382;0.06090666;0.000719064449823517;0.07168396;0.00770637757075268;0.09349944;0.00764110024819724;0.1206176;0.00402080331525928;0.143401;0.0101074186368232;0.1415324;0.00744929310740287;0.176218;0.00329909843745227;0.1963706;0.0111405085296857;0.2186896;0.0116718744981258;0.3009182;0.0441884806448468;0.3967772;0.0170597475714033;0.408664;0
"211";"domesticNettoDemand_km3";"Zimbabwe";"AFR";"ZWE";0.0815872;0.0815872;0.0818107;0.0848252;0.0871199;0.0898536;0.092908;0.0973694;0.0985701;0.103051;0.106757;0.114402;0.119324;0.122275;0.133311;0.145277;0.156755;0.164756;0.167578;0.170744;0.173441;0.186517;0.205833;0.222292;0.231635;0.229939;0.220885;0.218542;0.229317;0.240046;0.255213;0.264413;0.273037;0.275494;0.258429;0.2588;0.265697;0.269776;0.287376;0.289435;0.266992;0.273082;0.281525;0.271879;0.265466;0.256373;0.255241;0.254402;0.248492;0.245276;0.235825;0.256035;0.276607;0.276607;0.277364;0.276607;0.276607;0.276607;0.205637332758621;0.0721570157703042;0.914704847850529;0.899426174304525;0.770869242515248;0;8.73368368188553e-22;0;0.00390850043680209;0.83668495868126;0.83668495868126;0.08338604;0.00249831137030595;0.09635042;0.00512157196200541;0.1192138;0.00982903126966234;0.161022;0.010217062811787;0.2039436;0.0241926757676781;0.2277458;0.00851989182443064;0.2653172;0.00885328053322608;0.2742168;0.0135530769089532;0.2717888;0.00631389702956899;0.2519568;0.00481938073822769;0.2644876;0.0183885322633428;0.276607;0
"212";"domesticNettoDemand_km3";"Serbia";"ECA";"SRB";0.0749547;0.0749547;0.0751601;0.0747406;0.0754015;0.0761972;0.0785889;0.0784222;0.0790234;0.0793852;0.0804511;0.0830098;0.0853415;0.0872118;0.090283;0.0969623;0.103844;0.103884;0.105907;0.109771;0.11296;0.118599;0.124087;0.127823;0.127167;0.125838;0.126174;0.123847;0.125158;0.125657;0.128533;0.131131;0.130791;0.128848;0.116122;0.117847;0.121425;0.12701;0.130605;0.159349;0.148669;0.155216;0.136571;0.138456;0.149445;0.160233;0.169103;0.172464;0.18048;0.196442;0.208434;0.196752;0.194254;0.194254;0.194786;0.194254;0.194254;0.194254;0.127944586206897;0.0401166783971562;0.959627128398069;0.966260031663042;0.871628529332202;0;1.12274270519875e-34;0;0.00227970212556521;0.920884225557522;0.920884225557522;0.07504232;0.000249635678539744;0.07832338;0.00124683573176261;0.08525944;0.00378271107051543;0.10407366;0.00464975736764834;0.1221272;0.00628824873871891;0.1253348;0.000909132388599155;0.127085;0.00623491768189444;0.1312472;0.0164629768025105;0.1456714;0.00789310346441753;0.1757444;0.0136591480444426;0.197696;0.00609012742067028;0.194254;0
"213";"domesticNettoDemand_km3";"Kosovo";"ECA";"XRK";0.0109702;0.0109702;0.0110003;0.0109375;0.0110317;0.0111901;0.0115589;0.0131454;0.0132319;0.0133036;0.0135004;0.0139386;0.0143499;0.0146231;0.0151401;0.0162533;0.0174462;0.0201122;0.0204711;0.0212602;0.0218632;0.0229677;0.0240636;0.0247962;0.0247275;0.0245991;0.0247072;0.0286302;0.0290526;0.0291687;0.0297921;0.030515;0.0303723;0.029479;0.0257174;0.0264834;0.0276115;0.0299661;0.0310574;0.0376539;0.0351442;0.0371399;0.0333177;0.0331102;0.0349878;0.0374913;0.0395992;0.0401611;0.0420128;0.0456627;0.0485672;0.0460255;0.0453736;0.0453736;0.0454979;0.0453736;0.0453736;0.0453736;0.0272973189655172;0.0117857130325566;0.98117755830834;0.983306973180822;0.911689450596774;0;3.89819021743747e-43;0;0.000684784764219133;0.962709400927913;0.962709400927913;0.01098198;3.55798679030715e-05;0.01248598;0.00102451404919601;0.01431042;0.000628903583230371;0.0191086;0.00214530380249512;0.02368364;0.00125482816871475;0.02723156;0.00236257967971453;0.02917516;0.00197846868385628;0.03055446;0.00436565308779797;0.03473996;0.0016327498133517;0.04098542;0.00307174387718117;0.04616756;0.001368177862341;0.0453736;0
"214";"domesticNettoDemand_km3";"Disputed Area - China and India";"Other";"XXX";0.00727283;0.00727283;0.00729276;0.00774675;0.00801505;0.00846937;0.0090067;0.00991402;0.0093025;0.00969617;0.00999963;0.0104483;0.0107951;0.0123773;0.0128249;0.0137413;0.0145698;0.0151434;0.0155734;0.0166552;0.0175492;0.018404;0.0198436;0.0204002;0.0209611;0.0218747;0.022087;0.023478;0.0243468;0.0255719;0.02649;0.0269314;0.0280274;0.0270665;0.0268081;0.028186;0.0300297;0.0326309;0.0339665;0.0350297;0.0356449;0.0369812;0.0376758;0.0385836;0.0397685;0.0423366;0.045337;0.0482144;0.0508405;0.0558049;0.0561796;0.0589369;0.0635962;0.0635962;0.0637705;0.0635962;0.0635962;0.0635962;0.0285147484482759;0.0181288096647362;0.963937345824898;0.998507675545051;0.98574145657068;0;2.06285011529833e-72;0;0.00103482929865575;0.929175206675945;0.929175206675945;0.007520044;0.000342897247991289;0.009277752;0.000571724080890424;0.011289046;0.00124062226184282;0.01513662;0.00109145668351978;0.01943162;0.00141833456278834;0.02347168;0.00155277838309271;0.02706468;0.000578940210211728;0.03196856;0.00282258635262059;0.0377308;0.00156487963594648;0.04850668;0.00516993513179807;0.06121588;0.00347907300972543;0.0635962;0
"215";"domesticNettoDemand_km3";"Disputed Area - China and India";"Other";"XXX";0.000399269;0.000399269;0.000400363;0.00037124;0.000368861;0.000383129;0.000409104;0.000532446;0.000556162;0.00055865;0.000563378;0.000595227;0.000634831;0.000752317;0.000796281;0.000859985;0.000883033;0.00105985;0.00105461;0.00111182;0.00107783;0.00114943;0.00118724;0.00120886;0.00123936;0.00129968;0.00136577;0.00158894;0.00159699;0.00157515;0.00166513;0.00174009;0.0017822;0.00183477;0.0019186;0.00196614;0.00213378;0.00260144;0.0027571;0.00286868;0.00294855;0.00302656;0.00314491;0.00326513;0.00338813;0.00355121;0.00376963;0.00397292;0.00423957;0.00461755;0.00502688;0.00522157;0.00552343;0.00552343;0.00553856;0.00552343;0.00552343;0.00552343;0.00218233318965517;0.00170441851599284;0.947012052067027;0.99709222552733;0.976029718082299;0;2.61803721926443e-64;0;9.55833769417689e-05;0.896831826760197;0.896831826760197;0.0003878004;1.62313293602218e-05;0.0004878982;8.49049193227342e-05;0.0006684068;0.000101126652017161;0.0009938596;0.000114198230889537;0.001172544;6.22579330688065e-05;0.001485306;0.000141448871787653;0.001788158;9.57466880367149e-05;0.002465428;0.000395431061652976;0.003154656;0.000177269474473187;0.004030176;0.000415158090346316;0.005366774;0.000231950839252631;0.00552343;0
"216";"domesticNettoDemand_km3";"Disputed Area - China and India";"Other";"XXX";4.22082e-06;4.22082e-06;4.23238e-06;4.46892e-06;4.61964e-06;4.8813e-06;5.19459e-06;5.53752e-06;5.22673e-06;5.4401e-06;5.60668e-06;5.86464e-06;6.0726e-06;6.9808e-06;7.24821e-06;7.77632e-06;8.23752e-06;8.40711e-06;8.6349e-06;9.23458e-06;9.68844e-06;1.018e-05;1.0959e-05;1.12697e-05;1.15851e-05;1.21011e-05;1.22545e-05;1.33516e-05;1.38272e-05;1.44769e-05;1.50239e-05;1.53093e-05;1.59265e-05;1.54507e-05;1.53657e-05;1.61375e-05;1.72243e-05;1.96197e-05;2.04628e-05;2.11303e-05;2.15311e-05;2.23328e-05;2.28011e-05;2.339e-05;2.41345e-05;2.5675e-05;2.7491e-05;2.8103e-05;2.96827e-05;3.25808e-05;3.3055e-05;3.46968e-05;3.74015e-05;3.74015e-05;3.7504e-05;3.74015e-05;3.74015e-05;3.74015e-05;1.66109606896552e-05;1.08411788408647e-05;0.963692402255251;0.998692299460406;0.986955423881728;0;5.1235950295178e-74;0;6.1867926974068e-07;0.928703046164491;0.928703046164491;4.352516e-06;1.83047435054414e-07;5.256048e-06;2.54054285478517e-07;6.354586e-06;7.19311198147227e-07;8.458086e-06;5.36250621053253e-07;1.0736448e-05;7.84546437452876e-07;1.320226e-05;1.01837639554342e-06;1.541522e-05;3.2766930280391e-07;1.891492e-05;2.14317601517001e-06;2.28379e-05;9.93754554706543e-07;2.87065e-05;2.59782657619788e-06;3.601176e-05;2.03476560394557e-06;3.74015e-05;0
"217";"domesticNettoDemand_km3";"Anguilla (U.K.)";"Other";"AIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"domesticNettoDemand_km3";"British Virgin Islands (U.K.)";"Other";"VGB";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"domesticNettoDemand_km3";"Montserrat (U.K.)";"Other";"MSR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
